x,y,z,estimate,variance
170.00,380.00,2120.00,1.96425,1.32275
190.00,380.00,2120.00,1.70271,1.32380
210.00,380.00,2120.00,1.45468,1.33844
230.00,380.00,2120.00,1.10726,1.38663
250.00,380.00,2120.00,1.56424,1.87003
-190.00,400.00,2120.00,0.75140,1.43501
-170.00,400.00,2120.00,1.58611,1.33574
-150.00,400.00,2120.00,1.27723,1.31914
-130.00,400.00,2120.00,1.19529,1.31733
-110.00,400.00,2120.00,1.15796,1.31703
-90.00,400.00,2120.00,1.21113,1.32364
-70.00,400.00,2120.00,0.83726,1.45841
-50.00,400.00,2120.00,0.83726,1.45841
-30.00,400.00,2120.00,0.83726,1.45841
-10.00,400.00,2120.00,0.83726,1.45841
10.00,400.00,2120.00,0.83726,1.45841
30.00,400.00,2120.00,0.83726,1.45841
50.00,400.00,2120.00,0.83726,1.45841
70.00,400.00,2120.00,1.30019,1.32335
90.00,400.00,2120.00,1.25906,1.31698
110.00,400.00,2120.00,1.23678,1.31733
130.00,400.00,2120.00,1.34089,1.31914
150.00,400.00,2120.00,1.88598,1.32111
170.00,400.00,2120.00,1.96425,1.32275
190.00,400.00,2120.00,1.70271,1.32380
210.00,400.00,2120.00,1.45468,1.33844
230.00,400.00,2120.00,1.10726,1.38663
250.00,400.00,2120.00,1.40747,1.81235
-190.00,420.00,2120.00,0.75140,1.43501
-170.00,420.00,2120.00,1.58611,1.33574
-150.00,420.00,2120.00,1.19529,1.31733
-130.00,420.00,2120.00,1.15796,1.31703
-110.00,420.00,2120.00,1.15796,1.31703
-90.00,420.00,2120.00,1.21113,1.32364
-70.00,420.00,2120.00,0.83726,1.45841
-50.00,420.00,2120.00,0.83726,1.45841
-30.00,420.00,2120.00,0.83726,1.45841
-10.00,420.00,2120.00,0.83726,1.45841
10.00,420.00,2120.00,0.83726,1.45841
30.00,420.00,2120.00,0.83726,1.45841
50.00,420.00,2120.00,0.83726,1.45841
70.00,420.00,2120.00,1.30019,1.32335
90.00,420.00,2120.00,1.25906,1.31698
110.00,420.00,2120.00,1.23678,1.31733
130.00,420.00,2120.00,1.34089,1.31914
150.00,420.00,2120.00,1.88598,1.32111
170.00,420.00,2120.00,1.96425,1.32275
190.00,420.00,2120.00,1.70271,1.32380
210.00,420.00,2120.00,1.45468,1.33844
230.00,420.00,2120.00,1.10726,1.38663
250.00,420.00,2120.00,1.40747,1.81235
-170.00,440.00,2120.00,1.45539,1.35188
-150.00,440.00,2120.00,1.19529,1.31733
-130.00,440.00,2120.00,1.15796,1.31703
-110.00,440.00,2120.00,1.21113,1.32364
-90.00,440.00,2120.00,0.83726,1.45841
-70.00,440.00,2120.00,0.83726,1.45841
-50.00,440.00,2120.00,0.83726,1.45841
-30.00,440.00,2120.00,0.83726,1.45841
-10.00,440.00,2120.00,0.83726,1.45841
10.00,440.00,2120.00,0.83726,1.45841
30.00,440.00,2120.00,0.83726,1.45841
50.00,440.00,2120.00,0.83726,1.45841
70.00,440.00,2120.00,1.30019,1.32335
90.00,440.00,2120.00,1.25906,1.31698
110.00,440.00,2120.00,1.23678,1.31733
130.00,440.00,2120.00,1.34089,1.31914
150.00,440.00,2120.00,1.88598,1.32111
170.00,440.00,2120.00,1.96425,1.32275
190.00,440.00,2120.00,1.70271,1.32380
210.00,440.00,2120.00,1.28493,1.34569
230.00,440.00,2120.00,1.05299,1.39923
250.00,440.00,2120.00,1.56424,1.87003
-170.00,460.00,2120.00,1.16225,1.38069
-150.00,460.00,2120.00,1.19529,1.31733
-130.00,460.00,2120.00,1.15796,1.31703
-110.00,460.00,2120.00,1.21113,1.32364
-90.00,460.00,2120.00,0.83726,1.45841
-70.00,460.00,2120.00,0.83726,1.45841
-50.00,460.00,2120.00,0.83726,1.45841
-30.00,460.00,2120.00,0.83726,1.45841
-10.00,460.00,2120.00,0.83726,1.45841
10.00,460.00,2120.00,0.83726,1.45841
30.00,460.00,2120.00,0.83726,1.45841
50.00,460.00,2120.00,0.83726,1.45841
70.00,460.00,2120.00,1.30019,1.32335
90.00,460.00,2120.00,1.25906,1.31698
110.00,460.00,2120.00,1.23678,1.31733
130.00,460.00,2120.00,1.34089,1.31914
150.00,460.00,2120.00,1.88598,1.32111
170.00,460.00,2120.00,1.96425,1.32275
190.00,460.00,2120.00,1.70271,1.32380
210.00,460.00,2120.00,1.33265,1.35326
230.00,460.00,2120.00,0.89073,1.43564
250.00,460.00,2120.00,1.56424,1.87003
-170.00,480.00,2120.00,0.52077,1.73778
-150.00,480.00,2120.00,1.70659,1.34386
-130.00,480.00,2120.00,1.15796,1.31703
-110.00,480.00,2120.00,1.21113,1.32364
-90.00,480.00,2120.00,0.83726,1.45841
-70.00,480.00,2120.00,0.83726,1.45841
-50.00,480.00,2120.00,0.83726,1.45841
-30.00,480.00,2120.00,0.83726,1.45841
-10.00,480.00,2120.00,0.83726,1.45841
10.00,480.00,2120.00,0.83726,1.45841
30.00,480.00,2120.00,0.83726,1.45841
50.00,480.00,2120.00,0.83726,1.45841
70.00,480.00,2120.00,1.30019,1.32335
90.00,480.00,2120.00,1.25906,1.31698
110.00,480.00,2120.00,1.23678,1.31733
130.00,480.00,2120.00,1.34089,1.31914
150.00,480.00,2120.00,1.88598,1.32111
170.00,480.00,2120.00,1.96425,1.32275
190.00,480.00,2120.00,1.43917,1.33115
210.00,480.00,2120.00,1.19855,1.37723
230.00,480.00,2120.00,1.40747,1.81235
-150.00,500.00,2120.00,1.05148,1.64833
-130.00,500.00,2120.00,1.26868,1.34243
-110.00,500.00,2120.00,1.21113,1.32364
-90.00,500.00,2120.00,0.83726,1.45841
-70.00,500.00,2120.00,0.83726,1.45841
-50.00,500.00,2120.00,0.83726,1.45841
-30.00,500.00,2120.00,0.83726,1.45841
-10.00,500.00,2120.00,0.83726,1.45841
10.00,500.00,2120.00,0.83726,1.45841
30.00,500.00,2120.00,0.83726,1.45841
50.00,500.00,2120.00,0.83726,1.45841
70.00,500.00,2120.00,1.30019,1.32335
90.00,500.00,2120.00,1.25906,1.31698
110.00,500.00,2120.00,1.23678,1.31733
130.00,500.00,2120.00,1.34089,1.31914
150.00,500.00,2120.00,1.88598,1.32111
170.00,500.00,2120.00,1.96425,1.32275
190.00,500.00,2120.00,1.22057,1.36091
210.00,500.00,2120.00,0.76309,1.40902
230.00,500.00,2120.00,1.56424,1.87003
-150.00,520.00,2120.00,0.60832,1.77190
-130.00,520.00,2120.00,1.96456,1.59416
-110.00,520.00,2120.00,1.08415,1.49867
-90.00,520.00,2120.00,0.83726,1.45841
-70.00,520.00,2120.00,0.83726,1.45841
-50.00,520.00,2120.00,0.83726,1.45841
-30.00,520.00,2120.00,0.83726,1.45841
-10.00,520.00,2120.00,0.83726,1.45841
10.00,520.00,2120.00,0.83726,1.45841
30.00,520.00,2120.00,0.83726,1.45841
50.00,520.00,2120.00,0.83726,1.45841
70.00,520.00,2120.00,1.30019,1.32335
90.00,520.00,2120.00,1.25906,1.31698
110.00,520.00,2120.00,1.23678,1.31733
130.00,520.00,2120.00,1.34089,1.31914
150.00,520.00,2120.00,1.87451,1.32911
170.00,520.00,2120.00,1.39905,1.35301
190.00,520.00,2120.00,0.99770,1.39580
210.00,520.00,2120.00,1.56424,1.87003
-130.00,540.00,2120.00,0.70142,1.70653
-110.00,540.00,2120.00,1.96456,1.59416
-90.00,540.00,2120.00,1.12736,1.52076
-70.00,540.00,2120.00,1.05355,1.47787
-50.00,540.00,2120.00,0.83726,1.45841
-30.00,540.00,2120.00,0.83726,1.45841
-10.00,540.00,2120.00,0.83726,1.45841
10.00,540.00,2120.00,0.83726,1.45841
30.00,540.00,2120.00,0.83726,1.45841
50.00,540.00,2120.00,0.83726,1.45841
70.00,540.00,2120.00,1.25906,1.31698
90.00,540.00,2120.00,1.23678,1.31733
110.00,540.00,2120.00,1.34089,1.31914
130.00,540.00,2120.00,1.67026,1.32741
150.00,540.00,2120.00,1.20949,1.36057
170.00,540.00,2120.00,0.99959,1.39923
190.00,540.00,2120.00,1.12184,1.50000
-190.00,-620.00,2140.00,7.67264,1.81235
-170.00,-620.00,2140.00,7.64990,1.77190
-150.00,-620.00,2140.00,7.64990,1.77190
-130.00,-620.00,2140.00,7.64990,1.77190
-110.00,-620.00,2140.00,7.64990,1.77190
-90.00,-620.00,2140.00,7.67264,1.81235
-230.00,-600.00,2140.00,7.67264,1.81235
-210.00,-600.00,2140.00,8.21537,1.73778
-190.00,-600.00,2140.00,9.20295,1.70653
-170.00,-600.00,2140.00,10.60725,1.67687
-150.00,-600.00,2140.00,6.32904,1.40017
-130.00,-600.00,2140.00,6.24135,1.39090
-110.00,-600.00,2140.00,6.24135,1.39090
-90.00,-600.00,2140.00,6.82569,1.40279
-70.00,-600.00,2140.00,5.13807,1.42742
-50.00,-600.00,2140.00,4.69924,1.46694
-270.00,-580.00,2140.00,2.97520,1.46525
-250.00,-580.00,2140.00,4.16085,1.40902
-230.00,-580.00,2140.00,5.18098,1.38990
-210.00,-580.00,2140.00,5.81452,1.39333
-190.00,-580.00,2140.00,5.34691,1.37938
-170.00,-580.00,2140.00,4.80787,1.36216
-150.00,-580.00,2140.00,5.14253,1.35105
-130.00,-580.00,2140.00,5.14253,1.35105
-110.00,-580.00,2140.00,6.13091,1.35514
-90.00,-580.00,2140.00,6.13091,1.35514
-70.00,-580.00,2140.00,6.27423,1.26753
-50.00,-580.00,2140.00,6.89371,1.26227
-30.00,-580.00,2140.00,5.27134,1.27827
-10.00,-580.00,2140.00,4.22454,1.31831
210.00,-580.00,2140.00,4.67385,1.87003
230.00,-580.00,2140.00,4.67385,1.87003
-330.00,-560.00,2140.00,0.85788,1.77190
-310.00,-560.00,2140.00,1.65524,1.70653
-290.00,-560.00,2140.00,2.08969,1.67687
-270.00,-560.00,2140.00,4.96857,1.36057
-250.00,-560.00,2140.00,5.98311,1.33044
-230.00,-560.00,2140.00,6.18876,1.32417
-210.00,-560.00,2140.00,4.63903,1.25547
-190.00,-560.00,2140.00,3.95470,1.25558
-170.00,-560.00,2140.00,5.14253,1.35105
-150.00,-560.00,2140.00,5.14253,1.35105
-130.00,-560.00,2140.00,6.13091,1.35514
-110.00,-560.00,2140.00,6.13091,1.35514
-90.00,-560.00,2140.00,6.27423,1.26753
-70.00,-560.00,2140.00,6.89371,1.26227
-50.00,-560.00,2140.00,6.03033,1.26168
-30.00,-560.00,2140.00,6.25569,1.26141
-10.00,-560.00,2140.00,5.93405,1.26238
10.00,-560.00,2140.00,5.35824,1.32911
30.00,-560.00,2140.00,5.04818,1.39333
50.00,-560.00,2140.00,8.18766,1.70653
130.00,-560.00,2140.00,4.67385,1.87003
150.00,-560.00,2140.00,4.26915,1.77190
170.00,-560.00,2140.00,3.61187,1.73778
190.00,-560.00,2140.00,3.61187,1.73778
210.00,-560.00,2140.00,3.97702,1.70653
230.00,-560.00,2140.00,3.61187,1.73778
250.00,-560.00,2140.00,3.61187,1.73778
270.00,-560.00,2140.00,4.26915,1.77190
290.00,-560.00,2140.00,4.67385,1.87003
-370.00,-540.00,2140.00,1.02137,1.81235
-350.00,-540.00,2140.00,1.65524,1.70653
-330.00,-540.00,2140.00,3.15414,1.62076
-310.00,-540.00,2140.00,3.18198,1.59416
-290.00,-540.00,2140.00,4.58373,1.33475
-270.00,-540.00,2140.00,4.69563,1.31914
-250.00,-540.00,2140.00,5.93238,1.32275
-230.00,-540.00,2140.00,4.96620,1.25991
-210.00,-540.00,2140.00,5.09559,1.25633
-190.00,-540.00,2140.00,4.41272,1.25647
-170.00,-540.00,2140.00,4.14369,1.26537
-150.00,-540.00,2140.00,6.13091,1.35514
-130.00,-540.00,2140.00,6.13091,1.35514
-110.00,-540.00,2140.00,6.27423,1.26753
-90.00,-540.00,2140.00,6.89371,1.26227
-70.00,-540.00,2140.00,6.03033,1.26168
-50.00,-540.00,2140.00,6.25569,1.26141
-30.00,-540.00,2140.00,5.93405,1.26238
-10.00,-540.00,2140.00,5.56027,1.32275
10.00,-540.00,2140.00,4.92824,1.32111
30.00,-540.00,2140.00,4.69230,1.31914
50.00,-540.00,2140.00,11.01682,1.32275
70.00,-540.00,2140.00,9.88236,1.32275
90.00,-540.00,2140.00,10.17980,1.45841
110.00,-540.00,2140.00,9.50591,1.45841
130.00,-540.00,2140.00,6.47342,1.31733
150.00,-540.00,2140.00,3.44933,1.32275
170.00,-540.00,2140.00,2.72588,1.32417
190.00,-540.00,2140.00,2.63118,1.62076
210.00,-540.00,2140.00,2.63118,1.62076
230.00,-540.00,2140.00,3.07816,1.64833
250.00,-540.00,2140.00,3.07816,1.64833
270.00,-540.00,2140.00,3.79800,1.67687
290.00,-540.00,2140.00,3.61187,1.73778
310.00,-540.00,2140.00,4.26915,1.77190
-390.00,-520.00,2140.00,1.02137,1.81235
-370.00,-520.00,2140.00,2.08969,1.67687
-350.00,-520.00,2140.00,3.18198,1.59416
-330.00,-520.00,2140.00,2.61328,1.54409
-310.00,-520.00,2140.00,4.28643,1.33274
-290.00,-520.00,2140.00,4.95756,1.31698
-270.00,-520.00,2140.00,4.69563,1.31914
-250.00,-520.00,2140.00,5.13929,1.32111
-230.00,-520.00,2140.00,4.50411,1.25973
-210.00,-520.00,2140.00,4.68902,1.25683
-190.00,-520.00,2140.00,4.71613,1.25751
-170.00,-520.00,2140.00,4.61753,1.26045
-150.00,-520.00,2140.00,6.13091,1.35514
-130.00,-520.00,2140.00,6.27423,1.26753
-110.00,-520.00,2140.00,6.46405,1.26152
-90.00,-520.00,2140.00,6.03033,1.26168
-70.00,-520.00,2140.00,6.25569,1.26141
-50.00,-520.00,2140.00,5.93405,1.26238
-30.00,-520.00,2140.00,5.56027,1.32275
-10.00,-520.00,2140.00,4.92824,1.32111
10.00,-520.00,2140.00,4.69230,1.31914
30.00,-520.00,2140.00,9.21823,1.24576
50.00,-520.00,2140.00,10.50471,1.32380
70.00,-520.00,2140.00,8.94733,1.31914
90.00,-520.00,2140.00,10.17980,1.45841
110.00,-520.00,2140.00,9.50591,1.45841
130.00,-520.00,2140.00,6.51976,1.32335
150.00,-520.00,2140.00,4.66823,1.31914
170.00,-520.00,2140.00,3.39303,1.32275
190.00,-520.00,2140.00,1.95214,1.32417
210.00,-520.00,2140.00,1.39793,1.32275
230.00,-520.00,2140.00,2.37541,1.56858
250.00,-520.00,2140.00,2.37690,1.59416
270.00,-520.00,2140.00,2.63118,1.62076
290.00,-520.00,2140.00,3.07816,1.64833
310.00,-520.00,2140.00,3.97702,1.70653
330.00,-520.00,2140.00,4.26915,1.77190
-410.00,-500.00,2140.00,1.02137,1.81235
-390.00,-500.00,2140.00,2.08969,1.67687
-370.00,-500.00,2140.00,3.18198,1.59416
-350.00,-500.00,2140.00,3.43922,1.52076
-330.00,-500.00,2140.00,3.25044,1.47787
-310.00,-500.00,2140.00,4.18234,1.32335
-290.00,-500.00,2140.00,4.95756,1.31698
-270.00,-500.00,2140.00,5.09294,1.31733
-250.00,-500.00,2140.00,4.69563,1.31914
-230.00,-500.00,2140.00,4.50411,1.25973
-210.00,-500.00,2140.00,4.35567,1.25694
-190.00,-500.00,2140.00,4.27484,1.25836
-170.00,-500.00,2140.00,5.12351,1.26001
-150.00,-500.00,2140.00,5.24659,1.21443
-130.00,-500.00,2140.00,6.46405,1.26152
-110.00,-500.00,2140.00,6.03033,1.26168
-90.00,-500.00,2140.00,6.63687,1.26225
-70.00,-500.00,2140.00,5.93405,1.26238
-50.00,-500.00,2140.00,5.57698,1.26613
-30.00,-500.00,2140.00,4.92824,1.32111
-10.00,-500.00,2140.00,4.69230,1.31914
10.00,-500.00,2140.00,4.83700,1.31733
30.00,-500.00,2140.00,12.02171,1.32111
50.00,-500.00,2140.00,10.96161,1.32380
70.00,-500.00,2140.00,8.85151,1.31698
90.00,-500.00,2140.00,10.17980,1.45841
110.00,-500.00,2140.00,9.50591,1.45841
130.00,-500.00,2140.00,8.25799,1.45841
150.00,-500.00,2140.00,5.67105,1.32335
170.00,-500.00,2140.00,3.42796,1.31914
190.00,-500.00,2140.00,2.61953,1.32275
210.00,-500.00,2140.00,1.88693,1.32417
230.00,-500.00,2140.00,1.38621,1.32275
250.00,-500.00,2140.00,1.42956,1.32111
270.00,-500.00,2140.00,2.37541,1.56858
290.00,-500.00,2140.00,2.37690,1.59416
310.00,-500.00,2140.00,3.07816,1.64833
330.00,-500.00,2140.00,3.97702,1.70653
350.00,-500.00,2140.00,4.26915,1.77190
-430.00,-480.00,2140.00,0.22829,1.87002
-410.00,-480.00,2140.00,1.65524,1.70653
-390.00,-480.00,2140.00,3.18198,1.59416
-370.00,-480.00,2140.00,2.61328,1.54409
-350.00,-480.00,2140.00,3.25044,1.47787
-330.00,-480.00,2140.00,4.07528,1.45841
-310.00,-480.00,2140.00,4.07528,1.45841
-290.00,-480.00,2140.00,4.18234,1.32335
-270.00,-480.00,2140.00,4.95756,1.31698
-250.00,-480.00,2140.00,5.09294,1.31733
-230.00,-480.00,2140.00,4.02913,1.25924
-210.00,-480.00,2140.00,4.06731,1.25759
-190.00,-480.00,2140.00,3.94727,1.25888
-170.00,-480.00,2140.00,3.87523,1.26104
-150.00,-480.00,2140.00,4.95695,1.21087
-130.00,-480.00,2140.00,6.03033,1.26168
-110.00,-480.00,2140.00,5.98131,1.26195
-90.00,-480.00,2140.00,6.73560,1.26306
-70.00,-480.00,2140.00,5.57698,1.26613
-50.00,-480.00,2140.00,5.56027,1.32275
-30.00,-480.00,2140.00,4.69230,1.31914
-10.00,-480.00,2140.00,4.83700,1.31733
10.00,-480.00,2140.00,12.00326,1.31733
30.00,-480.00,2140.00,12.46344,1.32380
50.00,-480.00,2140.00,10.05436,1.32111
70.00,-480.00,2140.00,10.05069,1.45841
90.00,-480.00,2140.00,10.17980,1.45841
110.00,-480.00,2140.00,9.50591,1.45841
130.00,-480.00,2140.00,8.25799,1.45841
150.00,-480.00,2140.00,7.09931,1.45841
170.00,-480.00,2140.00,4.74930,1.31698
190.00,-480.00,2140.00,3.43329,1.31914
210.00,-480.00,2140.00,2.61953,1.32275
230.00,-480.00,2140.00,1.88693,1.32417
250.00,-480.00,2140.00,1.38621,1.32275
270.00,-480.00,2140.00,1.42956,1.32111
290.00,-480.00,2140.00,2.20354,1.54409
310.00,-480.00,2140.00,2.37690,1.59416
330.00,-480.00,2140.00,3.07816,1.64833
350.00,-480.00,2140.00,3.61187,1.73778
370.00,-480.00,2140.00,4.74603,1.81235
-430.00,-460.00,2140.00,0.85788,1.77190
-410.00,-460.00,2140.00,2.81046,1.64833
-390.00,-460.00,2140.00,2.76869,1.56858
-370.00,-460.00,2140.00,3.36586,1.49867
-350.00,-460.00,2140.00,4.07528,1.45841
-330.00,-460.00,2140.00,4.07528,1.45841
-310.00,-460.00,2140.00,4.07528,1.45841
-290.00,-460.00,2140.00,4.07528,1.45841
-270.00,-460.00,2140.00,4.18234,1.32335
-250.00,-460.00,2140.00,4.95756,1.31698
-230.00,-460.00,2140.00,3.87631,1.25867
-210.00,-460.00,2140.00,4.01034,1.25743
-190.00,-460.00,2140.00,3.93545,1.25905
-170.00,-460.00,2140.00,3.83876,1.26141
-150.00,-460.00,2140.00,4.49941,1.20651
-130.00,-460.00,2140.00,5.98131,1.26195
-110.00,-460.00,2140.00,6.73560,1.26306
-90.00,-460.00,2140.00,5.57698,1.26613
-70.00,-460.00,2140.00,5.56027,1.32275
-50.00,-460.00,2140.00,4.92824,1.32111
-30.00,-460.00,2140.00,4.69230,1.31914
-10.00,-460.00,2140.00,4.60938,1.31698
10.00,-460.00,2140.00,12.35669,1.32111
30.00,-460.00,2140.00,11.29434,1.32417
50.00,-460.00,2140.00,9.33652,1.31733
70.00,-460.00,2140.00,10.05069,1.45841
90.00,-460.00,2140.00,10.17980,1.45841
110.00,-460.00,2140.00,9.50591,1.45841
130.00,-460.00,2140.00,8.25799,1.45841
150.00,-460.00,2140.00,7.09931,1.45841
170.00,-460.00,2140.00,7.09931,1.45841
190.00,-460.00,2140.00,4.74930,1.31698
210.00,-460.00,2140.00,3.43329,1.31914
230.00,-460.00,2140.00,2.61953,1.32275
250.00,-460.00,2140.00,1.88693,1.32417
270.00,-460.00,2140.00,1.38621,1.32275
290.00,-460.00,2140.00,1.42956,1.32111
310.00,-460.00,2140.00,2.37541,1.56858
330.00,-460.00,2140.00,2.63118,1.62076
350.00,-460.00,2140.00,3.79800,1.67687
370.00,-460.00,2140.00,4.26915,1.77190
-430.00,-440.00,2140.00,1.65524,1.70653
-410.00,-440.00,2140.00,3.18198,1.59416
-390.00,-440.00,2140.00,3.43922,1.52076
-370.00,-440.00,2140.00,3.25044,1.47787
-350.00,-440.00,2140.00,4.07528,1.45841
-330.00,-440.00,2140.00,4.07528,1.45841
-310.00,-440.00,2140.00,4.07528,1.45841
-290.00,-440.00,2140.00,4.07528,1.45841
-270.00,-440.00,2140.00,4.07528,1.45841
-250.00,-440.00,2140.00,4.18234,1.32335
-230.00,-440.00,2140.00,4.19799,1.25870
-210.00,-440.00,2140.00,3.74815,1.25773
-190.00,-440.00,2140.00,4.00446,1.25906
-170.00,-440.00,2140.00,3.33991,1.17511
-150.00,-440.00,2140.00,3.59214,1.17056
-130.00,-440.00,2140.00,5.11098,1.20688
-110.00,-440.00,2140.00,4.58581,1.21326
-90.00,-440.00,2140.00,5.56027,1.32275
-70.00,-440.00,2140.00,4.92824,1.32111
-50.00,-440.00,2140.00,4.69230,1.31914
-30.00,-440.00,2140.00,4.83700,1.31733
-10.00,-440.00,2140.00,12.08458,1.31733
10.00,-440.00,2140.00,12.87052,1.32275
30.00,-440.00,2140.00,11.26108,1.32275
50.00,-440.00,2140.00,9.47700,1.32335
70.00,-440.00,2140.00,10.05069,1.45841
90.00,-440.00,2140.00,10.17980,1.45841
110.00,-440.00,2140.00,9.50591,1.45841
130.00,-440.00,2140.00,8.25799,1.45841
150.00,-440.00,2140.00,7.09931,1.45841
170.00,-440.00,2140.00,7.09931,1.45841
190.00,-440.00,2140.00,7.09931,1.45841
210.00,-440.00,2140.00,3.58908,1.31733
230.00,-440.00,2140.00,2.84058,1.32111
250.00,-440.00,2140.00,2.61953,1.32275
270.00,-440.00,2140.00,1.88693,1.32417
290.00,-440.00,2140.00,1.38621,1.32275
310.00,-440.00,2140.00,1.42956,1.32111
330.00,-440.00,2140.00,2.37690,1.59416
350.00,-440.00,2140.00,3.07816,1.64833
370.00,-440.00,2140.00,3.61187,1.73778
390.00,-440.00,2140.00,4.67385,1.87003
-450.00,-420.00,2140.00,1.02137,1.81235
-430.00,-420.00,2140.00,2.08969,1.67687
-410.00,-420.00,2140.00,2.76869,1.56858
-390.00,-420.00,2140.00,3.36586,1.49867
-370.00,-420.00,2140.00,4.07528,1.45841
-350.00,-420.00,2140.00,4.07528,1.45841
-330.00,-420.00,2140.00,4.07528,1.45841
-310.00,-420.00,2140.00,4.07528,1.45841
-290.00,-420.00,2140.00,4.07528,1.45841
-270.00,-420.00,2140.00,4.07528,1.45841
-250.00,-420.00,2140.00,4.18234,1.32335
-230.00,-420.00,2140.00,3.15884,1.21142
-210.00,-420.00,2140.00,2.79510,1.20677
-190.00,-420.00,2140.00,2.88211,1.20687
-170.00,-420.00,2140.00,2.83464,1.17377
-150.00,-420.00,2140.00,3.24515,1.17407
-130.00,-420.00,2140.00,4.30125,1.24223
-110.00,-420.00,2140.00,3.87698,1.24220
-90.00,-420.00,2140.00,4.14984,1.24225
-70.00,-420.00,2140.00,4.69230,1.31914
-50.00,-420.00,2140.00,4.83700,1.31733
-30.00,-420.00,2140.00,4.60938,1.31698
-10.00,-420.00,2140.00,12.37758,1.32111
10.00,-420.00,2140.00,12.28580,1.32417
30.00,-420.00,2140.00,10.73616,1.31914
50.00,-420.00,2140.00,11.76433,1.45841
70.00,-420.00,2140.00,10.05069,1.45841
90.00,-420.00,2140.00,10.17980,1.45841
110.00,-420.00,2140.00,9.50591,1.45841
130.00,-420.00,2140.00,8.25799,1.45841
150.00,-420.00,2140.00,7.09931,1.45841
170.00,-420.00,2140.00,7.09931,1.45841
190.00,-420.00,2140.00,7.09931,1.45841
210.00,-420.00,2140.00,5.04180,1.32335
230.00,-420.00,2140.00,3.58908,1.31733
250.00,-420.00,2140.00,2.84058,1.32111
270.00,-420.00,2140.00,2.27588,1.32380
290.00,-420.00,2140.00,1.88693,1.32417
310.00,-420.00,2140.00,1.38621,1.32275
330.00,-420.00,2140.00,1.19318,1.26604
350.00,-420.00,2140.00,3.07816,1.64833
370.00,-420.00,2140.00,3.97702,1.70653
390.00,-420.00,2140.00,4.67385,1.87003
-450.00,-400.00,2140.00,1.02137,1.81235
-430.00,-400.00,2140.00,2.81046,1.64833
-410.00,-400.00,2140.00,2.76869,1.56858
-390.00,-400.00,2140.00,3.36586,1.49867
-370.00,-400.00,2140.00,4.07528,1.45841
-350.00,-400.00,2140.00,4.07528,1.45841
-330.00,-400.00,2140.00,4.07528,1.45841
-310.00,-400.00,2140.00,4.07528,1.45841
-290.00,-400.00,2140.00,4.07528,1.45841
-270.00,-400.00,2140.00,4.07528,1.45841
-250.00,-400.00,2140.00,2.68679,1.31698
-230.00,-400.00,2140.00,2.64554,1.31733
-210.00,-400.00,2140.00,2.17767,1.24665
-190.00,-400.00,2140.00,1.81559,1.20707
-170.00,-400.00,2140.00,1.78036,1.17258
-150.00,-400.00,2140.00,2.60829,1.20761
-130.00,-400.00,2140.00,2.80027,1.20601
-110.00,-400.00,2140.00,3.40337,1.20765
-90.00,-400.00,2140.00,3.17208,1.20692
-70.00,-400.00,2140.00,3.22459,1.20831
-50.00,-400.00,2140.00,3.44730,1.21395
-30.00,-400.00,2140.00,11.71632,1.31732
-10.00,-400.00,2140.00,13.54676,1.32275
10.00,-400.00,2140.00,13.50492,1.32380
30.00,-400.00,2140.00,10.25867,1.31698
50.00,-400.00,2140.00,11.76433,1.45841
70.00,-400.00,2140.00,10.05069,1.45841
90.00,-400.00,2140.00,10.17679,1.45837
110.00,-400.00,2140.00,9.50454,1.45839
130.00,-400.00,2140.00,8.25799,1.45841
150.00,-400.00,2140.00,7.09931,1.45841
170.00,-400.00,2140.00,7.09931,1.45841
190.00,-400.00,2140.00,7.09931,1.45841
210.00,-400.00,2140.00,7.09931,1.45841
230.00,-400.00,2140.00,5.04180,1.32335
250.00,-400.00,2140.00,3.58908,1.31733
270.00,-400.00,2140.00,2.84058,1.32111
290.00,-400.00,2140.00,2.27588,1.32380
310.00,-400.00,2140.00,1.88693,1.32417
330.00,-400.00,2140.00,1.09778,1.24297
350.00,-400.00,2140.00,1.76582,1.37150
370.00,-400.00,2140.00,3.97702,1.70653
390.00,-400.00,2140.00,4.74603,1.81235
-450.00,-380.00,2140.00,0.85788,1.77190
-430.00,-380.00,2140.00,2.81046,1.64833
-410.00,-380.00,2140.00,2.76869,1.56858
-390.00,-380.00,2140.00,3.36586,1.49867
-370.00,-380.00,2140.00,4.07528,1.45841
-350.00,-380.00,2140.00,4.07528,1.45841
-330.00,-380.00,2140.00,4.07528,1.45841
-310.00,-380.00,2140.00,4.07528,1.45841
-290.00,-380.00,2140.00,4.07528,1.45841
-270.00,-380.00,2140.00,2.63056,1.32335
-250.00,-380.00,2140.00,2.64554,1.31733
-230.00,-380.00,2140.00,1.86160,1.26175
-210.00,-380.00,2140.00,2.09180,1.26031
-190.00,-380.00,2140.00,1.42872,1.26856
-170.00,-380.00,2140.00,1.48753,1.21574
-150.00,-380.00,2140.00,2.60850,1.21880
-130.00,-380.00,2140.00,2.95526,1.27489
-110.00,-380.00,2140.00,3.80720,1.27305
-90.00,-380.00,2140.00,3.50466,1.27080
-70.00,-380.00,2140.00,4.00550,1.26830
-50.00,-380.00,2140.00,3.68143,1.27048
-30.00,-380.00,2140.00,12.28369,1.31589
