x,y,z,estimate,variance
-250.00,-540.00,2320.00,6.38252,1.45841
-230.00,-540.00,2320.00,6.38252,1.45841
-210.00,-540.00,2320.00,6.38252,1.45841
-190.00,-540.00,2320.00,6.39344,1.45709
-170.00,-540.00,2320.00,6.51786,1.44027
-150.00,-540.00,2320.00,6.62252,1.42043
-130.00,-540.00,2320.00,6.63638,1.41759
-110.00,-540.00,2320.00,6.56047,1.43650
-90.00,-540.00,2320.00,6.43300,1.45621
-70.00,-540.00,2320.00,6.38252,1.45841
-50.00,-540.00,2320.00,5.38214,1.32335
-30.00,-540.00,2320.00,5.08141,1.31914
-10.00,-540.00,2320.00,2.28132,1.32294
10.00,-540.00,2320.00,2.39058,1.31980
30.00,-540.00,2320.00,2.11346,1.24596
50.00,-540.00,2320.00,2.05093,1.30869
70.00,-540.00,2320.00,2.08317,1.29979
90.00,-540.00,2320.00,1.69072,1.22728
110.00,-540.00,2320.00,1.49133,1.24005
130.00,-540.00,2320.00,1.01031,1.32291
150.00,-540.00,2320.00,0.89012,1.32135
170.00,-540.00,2320.00,1.24867,1.31050
190.00,-540.00,2320.00,1.55757,1.30321
210.00,-540.00,2320.00,2.22403,1.30614
230.00,-540.00,2320.00,2.44450,1.31568
250.00,-540.00,2320.00,2.01972,1.32111
270.00,-540.00,2320.00,2.00330,1.32275
290.00,-540.00,2320.00,2.00330,1.32275
310.00,-540.00,2320.00,1.89290,1.32380
330.00,-540.00,2320.00,1.89290,1.32380
350.00,-540.00,2320.00,1.60051,1.32417
370.00,-540.00,2320.00,1.60051,1.32417
390.00,-540.00,2320.00,1.41465,1.32380
410.00,-540.00,2320.00,1.61536,1.33115
-450.00,-520.00,2320.00,4.09993,1.54409
-430.00,-520.00,2320.00,4.33538,1.45841
-410.00,-520.00,2320.00,4.33538,1.45841
-390.00,-520.00,2320.00,4.44398,1.45841
-370.00,-520.00,2320.00,3.98747,1.45841
-350.00,-520.00,2320.00,3.98747,1.45841
-330.00,-520.00,2320.00,4.24215,1.45841
-310.00,-520.00,2320.00,4.69296,1.45841
-290.00,-520.00,2320.00,4.69296,1.45841
-270.00,-520.00,2320.00,6.17910,1.31698
-250.00,-520.00,2320.00,7.04025,1.31914
-230.00,-520.00,2320.00,6.38252,1.45841
-210.00,-520.00,2320.00,6.39185,1.45440
-190.00,-520.00,2320.00,6.61813,1.41075
-170.00,-520.00,2320.00,6.88258,1.33210
-150.00,-520.00,2320.00,7.05346,1.26285
-130.00,-520.00,2320.00,7.06897,1.25280
-110.00,-520.00,2320.00,6.92796,1.30954
-90.00,-520.00,2320.00,6.70311,1.39504
-70.00,-520.00,2320.00,6.46850,1.45253
-50.00,-520.00,2320.00,6.38252,1.45841
-30.00,-520.00,2320.00,6.12898,1.25315
-10.00,-520.00,2320.00,3.97885,1.24194
10.00,-520.00,2320.00,2.39058,1.31980
30.00,-520.00,2320.00,2.37463,1.31233
50.00,-520.00,2320.00,2.44180,1.29784
70.00,-520.00,2320.00,2.12683,1.27674
90.00,-520.00,2320.00,1.50740,1.27084
110.00,-520.00,2320.00,1.58179,1.29239
130.00,-520.00,2320.00,1.03027,1.31612
150.00,-520.00,2320.00,0.88035,1.31614
170.00,-520.00,2320.00,1.94328,1.22955
190.00,-520.00,2320.00,2.11339,1.29050
210.00,-520.00,2320.00,1.93434,1.29759
230.00,-520.00,2320.00,1.85349,1.31307
250.00,-520.00,2320.00,1.59708,1.32329
270.00,-520.00,2320.00,1.60051,1.32417
290.00,-520.00,2320.00,1.41465,1.32380
310.00,-520.00,2320.00,1.41465,1.32380
330.00,-520.00,2320.00,1.33902,1.32275
350.00,-520.00,2320.00,1.33902,1.32275
370.00,-520.00,2320.00,1.33902,1.32275
390.00,-520.00,2320.00,1.40310,1.32111
410.00,-520.00,2320.00,1.22206,1.24193
430.00,-520.00,2320.00,1.71378,1.26966
-450.00,-500.00,2320.00,4.07528,1.45841
-430.00,-500.00,2320.00,4.07528,1.45841
-410.00,-500.00,2320.00,4.33538,1.45841
-390.00,-500.00,2320.00,4.33538,1.45841
-370.00,-500.00,2320.00,4.44398,1.45841
-350.00,-500.00,2320.00,3.98747,1.45841
-330.00,-500.00,2320.00,3.98747,1.45841
-310.00,-500.00,2320.00,4.24215,1.45841
-290.00,-500.00,2320.00,4.69296,1.45841
-270.00,-500.00,2320.00,4.69296,1.45841
-250.00,-500.00,2320.00,6.75600,1.32111
-230.00,-500.00,2320.00,7.14772,1.31731
-210.00,-500.00,2320.00,6.52843,1.42125
-190.00,-500.00,2320.00,6.91135,1.30921
-170.00,-500.00,2320.00,7.30686,1.14277
-150.00,-500.00,2320.00,7.61389,1.00574
-130.00,-500.00,2320.00,7.65865,0.98961
-110.00,-500.00,2320.00,7.39503,1.10412
-90.00,-500.00,2320.00,7.01648,1.27086
-70.00,-500.00,2320.00,6.66566,1.40803
-50.00,-500.00,2320.00,7.85415,1.35012
-30.00,-500.00,2320.00,5.08308,1.32335
-10.00,-500.00,2320.00,4.67420,1.24225
10.00,-500.00,2320.00,1.78750,1.24136
30.00,-500.00,2320.00,1.87831,1.23862
50.00,-500.00,2320.00,1.58207,1.28212
70.00,-500.00,2320.00,1.42668,1.25511
90.00,-500.00,2320.00,1.14788,1.19174
110.00,-500.00,2320.00,1.60494,1.27947
130.00,-500.00,2320.00,1.35579,1.30978
150.00,-500.00,2320.00,1.38689,1.24108
170.00,-500.00,2320.00,1.47694,1.22860
190.00,-500.00,2320.00,1.34969,1.28862
210.00,-500.00,2320.00,1.35523,1.29434
230.00,-500.00,2320.00,1.30276,1.30945
250.00,-500.00,2320.00,1.33335,1.32124
270.00,-500.00,2320.00,1.40310,1.32111
290.00,-500.00,2320.00,1.40310,1.32111
310.00,-500.00,2320.00,1.40310,1.32111
330.00,-500.00,2320.00,1.38489,1.31914
350.00,-500.00,2320.00,1.38489,1.31914
370.00,-500.00,2320.00,1.38489,1.31914
390.00,-500.00,2320.00,1.19536,1.24877
410.00,-500.00,2320.00,1.84789,1.32111
430.00,-500.00,2320.00,1.33246,1.32335
450.00,-500.00,2320.00,0.48278,1.54409
-470.00,-480.00,2320.00,3.25043,1.47787
-450.00,-480.00,2320.00,4.07528,1.45841
-430.00,-480.00,2320.00,4.07528,1.45841
-410.00,-480.00,2320.00,4.07528,1.45841
-390.00,-480.00,2320.00,4.33538,1.45841
-370.00,-480.00,2320.00,4.33538,1.45841
-350.00,-480.00,2320.00,4.44398,1.45841
-330.00,-480.00,2320.00,3.98747,1.45841
-310.00,-480.00,2320.00,3.98747,1.45841
-290.00,-480.00,2320.00,4.24215,1.45841
-270.00,-480.00,2320.00,4.69296,1.45841
-250.00,-480.00,2320.00,4.69389,1.45828
-230.00,-480.00,2320.00,7.51326,1.32049
-210.00,-480.00,2320.00,6.42331,1.26464
-190.00,-480.00,2320.00,7.13866,1.19778
-170.00,-480.00,2320.00,7.68318,0.93524
-150.00,-480.00,2320.00,8.21216,0.69114
-130.00,-480.00,2320.00,8.36660,0.67077
-110.00,-480.00,2320.00,7.89466,0.88813
-90.00,-480.00,2320.00,8.27675,1.05810
-70.00,-480.00,2320.00,8.59132,1.21223
-50.00,-480.00,2320.00,4.78210,1.41730
-30.00,-480.00,2320.00,6.44877,1.45413
-10.00,-480.00,2320.00,7.02536,1.45841
10.00,-480.00,2320.00,2.64919,1.20183
30.00,-480.00,2320.00,1.32210,1.31546
50.00,-480.00,2320.00,1.37252,1.29291
70.00,-480.00,2320.00,1.19500,1.22362
90.00,-480.00,2320.00,1.18264,1.21516
110.00,-480.00,2320.00,1.14051,1.21243
130.00,-480.00,2320.00,1.32624,1.23349
150.00,-480.00,2320.00,1.54624,1.23881
170.00,-480.00,2320.00,1.36339,1.29464
190.00,-480.00,2320.00,1.41443,1.27024
210.00,-480.00,2320.00,1.47418,1.26790
230.00,-480.00,2320.00,1.53715,1.28715
250.00,-480.00,2320.00,1.49995,1.31030
270.00,-480.00,2320.00,1.43910,1.31733
290.00,-480.00,2320.00,1.38874,1.31698
310.00,-480.00,2320.00,1.38874,1.31698
330.00,-480.00,2320.00,1.38874,1.31698
350.00,-480.00,2320.00,1.02744,1.24572
370.00,-480.00,2320.00,1.37535,1.32380
390.00,-480.00,2320.00,2.00051,1.32275
410.00,-480.00,2320.00,2.33657,1.31698
430.00,-480.00,2320.00,0.76043,1.45841
450.00,-480.00,2320.00,0.76043,1.45841
-470.00,-460.00,2320.00,4.07528,1.45841
-450.00,-460.00,2320.00,4.07528,1.45841
-430.00,-460.00,2320.00,4.07528,1.45841
-410.00,-460.00,2320.00,4.07528,1.45841
-390.00,-460.00,2320.00,4.07528,1.45841
-370.00,-460.00,2320.00,4.33538,1.45841
-350.00,-460.00,2320.00,4.33538,1.45841
-330.00,-460.00,2320.00,4.44398,1.45841
-310.00,-460.00,2320.00,3.98747,1.45841
-290.00,-460.00,2320.00,4.03124,1.45352
-270.00,-460.00,2320.00,4.37818,1.42323
-250.00,-460.00,2320.00,4.83624,1.39623
-230.00,-460.00,2320.00,4.83546,1.39879
-210.00,-460.00,2320.00,7.03097,1.21796
-190.00,-460.00,2320.00,7.20122,1.14434
-170.00,-460.00,2320.00,7.78283,0.82223
-150.00,-460.00,2320.00,8.26154,0.43979
-130.00,-460.00,2320.00,8.41782,0.41504
-110.00,-460.00,2320.00,8.18904,0.70689
-90.00,-460.00,2320.00,8.56301,0.90623
-70.00,-460.00,2320.00,5.63801,1.16367
-50.00,-460.00,2320.00,5.33240,1.27054
-30.00,-460.00,2320.00,6.64068,1.38646
-10.00,-460.00,2320.00,9.08206,1.38420
10.00,-460.00,2320.00,3.53103,1.21728
30.00,-460.00,2320.00,0.77467,1.30231
50.00,-460.00,2320.00,0.68486,1.25126
70.00,-460.00,2320.00,0.70108,1.24012
90.00,-460.00,2320.00,0.70167,1.24126
110.00,-460.00,2320.00,0.66340,1.25012
130.00,-460.00,2320.00,2.37055,1.31506
150.00,-460.00,2320.00,1.58016,1.30786
170.00,-460.00,2320.00,1.68443,1.24768
190.00,-460.00,2320.00,1.83068,1.18560
210.00,-460.00,2320.00,2.65921,1.26239
230.00,-460.00,2320.00,2.69612,1.29664
250.00,-460.00,2320.00,2.65915,1.36958
270.00,-460.00,2320.00,2.53382,1.43248
290.00,-460.00,2320.00,2.41616,1.45832
310.00,-460.00,2320.00,2.41637,1.45841
330.00,-460.00,2320.00,1.31166,1.31733
350.00,-460.00,2320.00,1.29410,1.32275
370.00,-460.00,2320.00,2.00051,1.32275
390.00,-460.00,2320.00,2.23877,1.31733
410.00,-460.00,2320.00,0.76043,1.45841
430.00,-460.00,2320.00,0.76043,1.45841
450.00,-460.00,2320.00,0.76043,1.45841
-470.00,-440.00,2320.00,4.07528,1.45841
-450.00,-440.00,2320.00,4.07528,1.45841
-430.00,-440.00,2320.00,4.07528,1.45841
-410.00,-440.00,2320.00,4.07528,1.45841
-390.00,-440.00,2320.00,4.07528,1.45841
-370.00,-440.00,2320.00,4.07528,1.45841
-350.00,-440.00,2320.00,4.33538,1.45841
-330.00,-440.00,2320.00,4.33538,1.45841
-310.00,-440.00,2320.00,4.48318,1.44753
-290.00,-440.00,2320.00,4.20771,1.37167
-270.00,-440.00,2320.00,4.38929,1.26870
-250.00,-440.00,2320.00,4.69839,1.20032
-230.00,-440.00,2320.00,5.02933,1.20941
-210.00,-440.00,2320.00,6.42334,1.13269
-190.00,-440.00,2320.00,7.65807,1.07011
-170.00,-440.00,2320.00,7.56113,0.91370
-150.00,-440.00,2320.00,7.45253,0.61920
-130.00,-440.00,2320.00,7.70068,0.55903
-110.00,-440.00,2320.00,8.38372,0.64739
-90.00,-440.00,2320.00,6.54717,0.80689
-70.00,-440.00,2320.00,6.54539,0.88530
-50.00,-440.00,2320.00,5.96004,1.07450
-30.00,-440.00,2320.00,9.06268,1.20128
-10.00,-440.00,2320.00,6.14040,1.22057
10.00,-440.00,2320.00,4.10837,1.25021
30.00,-440.00,2320.00,3.33241,1.27657
50.00,-440.00,2320.00,0.58544,1.18799
70.00,-440.00,2320.00,0.65758,1.19858
90.00,-440.00,2320.00,0.68814,1.23164
110.00,-440.00,2320.00,0.61964,1.25886
130.00,-440.00,2320.00,1.52935,1.31453
150.00,-440.00,2320.00,2.42635,1.35951
170.00,-440.00,2320.00,2.52160,1.20470
190.00,-440.00,2320.00,2.69429,1.05321
210.00,-440.00,2320.00,2.87234,0.98737
230.00,-440.00,2320.00,2.92438,1.05750
250.00,-440.00,2320.00,2.84596,1.21458
270.00,-440.00,2320.00,2.70349,1.36204
290.00,-440.00,2320.00,2.48890,1.44319
310.00,-440.00,2320.00,1.38070,1.31698
330.00,-440.00,2320.00,1.29410,1.32275
350.00,-440.00,2320.00,1.97426,1.32380
370.00,-440.00,2320.00,2.04822,1.31914
390.00,-440.00,2320.00,0.76043,1.45841
410.00,-440.00,2320.00,0.76043,1.45841
430.00,-440.00,2320.00,0.76043,1.45841
450.00,-440.00,2320.00,0.76043,1.45841
-490.00,-420.00,2320.00,2.76869,1.56858
-470.00,-420.00,2320.00,4.07528,1.45841
-450.00,-420.00,2320.00,4.07528,1.45841
-430.00,-420.00,2320.00,4.07528,1.45841
-410.00,-420.00,2320.00,4.07528,1.45841
-390.00,-420.00,2320.00,4.07528,1.45841
-370.00,-420.00,2320.00,4.07528,1.45841
-350.00,-420.00,2320.00,4.07528,1.45841
-330.00,-420.00,2320.00,4.09035,1.45703
-310.00,-420.00,2320.00,4.42160,1.38613
-290.00,-420.00,2320.00,4.65922,1.22424
-270.00,-420.00,2320.00,4.61522,1.03656
-250.00,-420.00,2320.00,4.86054,0.91145
-230.00,-420.00,2320.00,5.02212,0.93331
-210.00,-420.00,2320.00,5.14246,1.08547
-190.00,-420.00,2320.00,7.22386,1.07257
-170.00,-420.00,2320.00,6.06256,1.05113
-150.00,-420.00,2320.00,6.59281,0.86557
-130.00,-420.00,2320.00,7.50019,0.72087
-110.00,-420.00,2320.00,7.31827,0.58751
-90.00,-420.00,2320.00,8.17455,0.45638
-70.00,-420.00,2320.00,7.78490,0.62288
-50.00,-420.00,2320.00,9.00644,0.85744
-30.00,-420.00,2320.00,8.73749,1.05695
-10.00,-420.00,2320.00,4.39486,1.11682
10.00,-420.00,2320.00,4.10510,1.10233
30.00,-420.00,2320.00,2.81560,1.10740
50.00,-420.00,2320.00,1.91926,1.07199
70.00,-420.00,2320.00,0.04827,1.15441
90.00,-420.00,2320.00,0.07934,1.25390
110.00,-420.00,2320.00,0.22791,1.23746
130.00,-420.00,2320.00,1.52379,1.28348
150.00,-420.00,2320.00,2.42607,1.26623
170.00,-420.00,2320.00,2.57047,1.03046
190.00,-420.00,2320.00,2.89219,0.77742
210.00,-420.00,2320.00,3.28293,0.63834
230.00,-420.00,2320.00,3.26829,0.77064
250.00,-420.00,2320.00,3.04466,1.03938
270.00,-420.00,2320.00,2.82637,1.27855
290.00,-420.00,2320.00,1.59362,1.28808
310.00,-420.00,2320.00,1.34450,1.32109
330.00,-420.00,2320.00,1.97426,1.32380
350.00,-420.00,2320.00,2.04822,1.31914
370.00,-420.00,2320.00,1.33246,1.32335
390.00,-420.00,2320.00,0.76043,1.45841
410.00,-420.00,2320.00,0.76043,1.45841
430.00,-420.00,2320.00,0.76043,1.45841
450.00,-420.00,2320.00,0.76043,1.45841
-490.00,-400.00,2320.00,3.43922,1.52076
-470.00,-400.00,2320.00,4.07528,1.45841
-450.00,-400.00,2320.00,4.07528,1.45841
-430.00,-400.00,2320.00,4.07528,1.45841
-410.00,-400.00,2320.00,4.07528,1.45841
-390.00,-400.00,2320.00,4.07528,1.45841
-370.00,-400.00,2320.00,4.07528,1.45841
-350.00,-400.00,2320.00,4.07528,1.45841
-330.00,-400.00,2320.00,4.10183,1.44461
-310.00,-400.00,2320.00,4.19701,1.31483
-290.00,-400.00,2320.00,4.58091,1.08074
-270.00,-400.00,2320.00,4.94008,0.80005
-250.00,-400.00,2320.00,5.26382,0.57955
-230.00,-400.00,2320.00,5.24314,0.63350
-210.00,-400.00,2320.00,5.07178,0.89317
-190.00,-400.00,2320.00,5.06848,1.16648
-170.00,-400.00,2320.00,6.32124,1.10022
-150.00,-400.00,2320.00,7.46085,1.03820
-130.00,-400.00,2320.00,6.49697,0.80380
-110.00,-400.00,2320.00,6.39662,0.60753
-90.00,-400.00,2320.00,8.68628,0.37323
-70.00,-400.00,2320.00,8.04001,0.58153
-50.00,-400.00,2320.00,9.38156,0.75045
-30.00,-400.00,2320.00,9.01268,0.85737
-10.00,-400.00,2320.00,6.42169,0.98172
10.00,-400.00,2320.00,2.61165,0.93831
30.00,-400.00,2320.00,2.31128,0.86850
50.00,-400.00,2320.00,2.04363,0.86888
70.00,-400.00,2320.00,0.10102,0.99113
90.00,-400.00,2320.00,0.04641,1.16158
110.00,-400.00,2320.00,2.99711,1.19636
130.00,-400.00,2320.00,1.52058,1.26484
150.00,-400.00,2320.00,2.42468,1.21940
170.00,-400.00,2320.00,2.59846,0.94064
190.00,-400.00,2320.00,3.07487,0.60565
210.00,-400.00,2320.00,3.87594,0.29717
230.00,-400.00,2320.00,3.59039,0.58131
250.00,-400.00,2320.00,3.15844,0.94566
270.00,-400.00,2320.00,2.06012,1.13424
290.00,-400.00,2320.00,1.58928,1.26915
310.00,-400.00,2320.00,1.53610,1.32013
330.00,-400.00,2320.00,1.84789,1.32111
350.00,-400.00,2320.00,2.33657,1.31698
370.00,-400.00,2320.00,0.76043,1.45841
390.00,-400.00,2320.00,0.76043,1.45841
410.00,-400.00,2320.00,0.76043,1.45841
430.00,-400.00,2320.00,0.76043,1.45841
450.00,-400.00,2320.00,0.76043,1.45841
-490.00,-380.00,2320.00,4.23641,1.31743
-470.00,-380.00,2320.00,4.71844,1.31722
-450.00,-380.00,2320.00,4.71844,1.31722
-430.00,-380.00,2320.00,3.84253,1.32370
-410.00,-380.00,2320.00,4.07528,1.45841
-390.00,-380.00,2320.00,4.07528,1.45841
-370.00,-380.00,2320.00,4.07528,1.45841
-350.00,-380.00,2320.00,4.07528,1.45841
-330.00,-380.00,2320.00,4.08617,1.43517
-310.00,-380.00,2320.00,4.13671,1.28257
-290.00,-380.00,2320.00,4.34199,1.01961
-270.00,-380.00,2320.00,4.83699,0.69061
-250.00,-380.00,2320.00,5.28410,0.35105
-230.00,-380.00,2320.00,5.32623,0.47843
-210.00,-380.00,2320.00,4.97947,0.82317
-190.00,-380.00,2320.00,4.77916,1.13201
-170.00,-380.00,2320.00,6.80148,1.17145
-150.00,-380.00,2320.00,6.27333,1.06341
-130.00,-380.00,2320.00,6.65516,0.85541
-110.00,-380.00,2320.00,7.05782,0.69962
-90.00,-380.00,2320.00,6.82195,0.72156
-70.00,-380.00,2320.00,9.17222,0.70164
-50.00,-380.00,2320.00,9.03197,0.70287
-30.00,-380.00,2320.00,8.35600,0.69157
-10.00,-380.00,2320.00,7.57246,0.71187
10.00,-380.00,2320.00,3.64092,0.72359
30.00,-380.00,2320.00,2.38203,0.70005
50.00,-380.00,2320.00,2.15077,0.72652
70.00,-380.00,2320.00,2.09014,0.85955
90.00,-380.00,2320.00,2.66358,1.01358
110.00,-380.00,2320.00,3.74854,1.16194
130.00,-380.00,2320.00,5.11036,1.22429
150.00,-380.00,2320.00,2.42218,1.25028
170.00,-380.00,2320.00,2.57317,1.00053
190.00,-380.00,2320.00,2.93199,0.72471
210.00,-380.00,2320.00,3.40242,0.56086
230.00,-380.00,2320.00,3.34529,0.71477
250.00,-380.00,2320.00,2.47647,0.93273
270.00,-380.00,2320.00,1.82115,1.10677
290.00,-380.00,2320.00,1.60344,1.22626
310.00,-380.00,2320.00,1.74109,1.28470
330.00,-380.00,2320.00,2.20596,1.30661
350.00,-380.00,2320.00,0.76043,1.45841
370.00,-380.00,2320.00,0.76043,1.45841
390.00,-380.00,2320.00,0.76043,1.45841
410.00,-380.00,2320.00,0.76043,1.45841
430.00,-380.00,2320.00,0.76043,1.45841
450.00,-380.00,2320.00,0.76043,1.45841
-490.00,-360.00,2320.00,3.17409,1.32112
-470.00,-360.00,2320.00,3.17409,1.32112
-450.00,-360.00,2320.00,3.25828,1.31917
-430.00,-360.00,2320.00,3.25828,1.31917
-410.00,-360.00,2320.00,4.23641,1.31743
-390.00,-360.00,2320.00,4.71844,1.31722
-370.00,-360.00,2320.00,3.84253,1.32370
-350.00,-360.00,2320.00,3.84253,1.32370
-330.00,-360.00,2320.00,4.07593,1.44245
-310.00,-360.00,2320.00,4.06248,1.31194
-290.00,-360.00,2320.00,4.17921,1.08111
-270.00,-360.00,2320.00,4.47122,0.81283
-250.00,-360.00,2320.00,4.90227,0.61966
-230.00,-360.00,2320.00,5.03017,0.68466
-210.00,-360.00,2320.00,4.95036,0.93245
-190.00,-360.00,2320.00,4.48766,1.19300
-170.00,-360.00,2320.00,4.90936,1.08428
-150.00,-360.00,2320.00,4.72913,0.99475
-130.00,-360.00,2320.00,7.20284,0.89710
-110.00,-360.00,2320.00,7.27025,0.81538
-90.00,-360.00,2320.00,7.21243,0.86037
-70.00,-360.00,2320.00,8.46109,0.90019
-50.00,-360.00,2320.00,8.23944,0.75623
-30.00,-360.00,2320.00,8.11071,0.56209
-10.00,-360.00,2320.00,6.76854,0.44189
10.00,-360.00,2320.00,6.07801,0.59386
30.00,-360.00,2320.00,3.23988,0.69406
50.00,-360.00,2320.00,2.09201,0.75402
70.00,-360.00,2320.00,4.25247,0.86588
90.00,-360.00,2320.00,4.08433,0.94569
110.00,-360.00,2320.00,7.21867,1.11201
130.00,-360.00,2320.00,8.47371,1.17240
150.00,-360.00,2320.00,4.96007,1.12494
170.00,-360.00,2320.00,2.52217,1.16494
190.00,-360.00,2320.00,2.71583,0.99430
210.00,-360.00,2320.00,2.92178,0.91813
230.00,-360.00,2320.00,2.37458,0.92025
250.00,-360.00,2320.00,1.89330,1.00484
270.00,-360.00,2320.00,1.52535,1.08396
290.00,-360.00,2320.00,1.66321,1.15851
310.00,-360.00,2320.00,1.92710,1.22044
330.00,-360.00,2320.00,0.71203,1.40102
350.00,-360.00,2320.00,0.75764,1.45099
370.00,-360.00,2320.00,0.76043,1.45841
390.00,-360.00,2320.00,0.76043,1.45841
410.00,-360.00,2320.00,0.76043,1.45841
430.00,-360.00,2320.00,0.76043,1.45841
450.00,-360.00,2320.00,0.76043,1.45841
-490.00,-340.00,2320.00,3.42601,1.32380
-470.00,-340.00,2320.00,3.42601,1.32380
-450.00,-340.00,2320.00,3.42601,1.32380
-430.00,-340.00,2320.00,3.45020,1.32275
-410.00,-340.00,2320.00,3.45020,1.32275
-390.00,-340.00,2320.00,3.17409,1.32112
-370.00,-340.00,2320.00,3.17409,1.32112
-350.00,-340.00,2320.00,3.25828,1.31917
-330.00,-340.00,2320.00,4.25867,1.31196
-310.00,-340.00,2320.00,4.68359,1.22904
-290.00,-340.00,2320.00,4.04893,1.08955
-270.00,-340.00,2320.00,4.18507,1.05179
-250.00,-340.00,2320.00,4.37732,0.94978
-230.00,-340.00,2320.00,4.62633,0.98672
-210.00,-340.00,2320.00,4.70887,1.13626
-190.00,-340.00,2320.00,3.16244,1.08398
-170.00,-340.00,2320.00,3.41556,1.06746
-150.00,-340.00,2320.00,4.20603,0.91029
-130.00,-340.00,2320.00,5.28481,0.82274
-110.00,-340.00,2320.00,5.71155,0.78378
-90.00,-340.00,2320.00,5.35820,0.80480
-70.00,-340.00,2320.00,6.73081,0.82588
-50.00,-340.00,2320.00,6.65447,0.75634
-30.00,-340.00,2320.00,7.77750,0.61947
-10.00,-340.00,2320.00,7.04534,0.39713
10.00,-340.00,2320.00,6.23399,0.56854
30.00,-340.00,2320.00,3.85176,0.69284
50.00,-340.00,2320.00,0.96200,0.75913
70.00,-340.00,2320.00,3.50003,0.79335
90.00,-340.00,2320.00,7.12014,0.86349
110.00,-340.00,2320.00,7.25218,0.79457
130.00,-340.00,2320.00,8.06040,0.90826
150.00,-340.00,2320.00,8.58407,1.11638
170.00,-340.00,2320.00,5.46649,1.13864
190.00,-340.00,2320.00,2.57985,1.24853
210.00,-340.00,2320.00,1.97484,1.11263
230.00,-340.00,2320.00,1.70720,1.08330
250.00,-340.00,2320.00,1.48586,1.06520
270.00,-340.00,2320.00,1.51640,1.05138
290.00,-340.00,2320.00,1.46733,1.08500
310.00,-340.00,2320.00,1.04314,1.16350
330.00,-340.00,2320.00,0.67509,1.36231
350.00,-340.00,2320.00,0.75075,1.43839
370.00,-340.00,2320.00,0.76043,1.45841
390.00,-340.00,2320.00,0.76043,1.45841
410.00,-340.00,2320.00,0.76043,1.45841
430.00,-340.00,2320.00,0.76043,1.45841
450.00,-340.00,2320.00,0.76043,1.45841
-490.00,-320.00,2320.00,2.35289,1.33712
-470.00,-320.00,2320.00,2.85813,1.32380
-450.00,-320.00,2320.00,2.85813,1.32380
-430.00,-320.00,2320.00,2.85813,1.32380
-410.00,-320.00,2320.00,3.29335,1.32417
-390.00,-320.00,2320.00,3.29335,1.32417
-370.00,-320.00,2320.00,3.42601,1.32380
-350.00,-320.00,2320.00,3.42601,1.32380
-330.00,-320.00,2320.00,3.65010,1.31077
-310.00,-320.00,2320.00,3.96021,1.24921
-290.00,-320.00,2320.00,4.21131,1.13089
-270.00,-320.00,2320.00,4.88369,1.03376
-250.00,-320.00,2320.00,4.86384,1.00947
-230.00,-320.00,2320.00,4.86477,1.07070
-210.00,-320.00,2320.00,2.81540,1.12886
-190.00,-320.00,2320.00,0.88982,1.10001
-170.00,-320.00,2320.00,0.86070,0.91300
-150.00,-320.00,2320.00,3.03326,0.74082
-130.00,-320.00,2320.00,2.32120,0.73930
-110.00,-320.00,2320.00,3.27003,0.69157
-90.00,-320.00,2320.00,2.96737,0.56727
-70.00,-320.00,2320.00,2.91954,0.67263
-50.00,-320.00,2320.00,2.45012,0.69563
-30.00,-320.00,2320.00,3.07365,0.61574
-10.00,-320.00,2320.00,4.03040,0.49062
10.00,-320.00,2320.00,3.86672,0.53552
30.00,-320.00,2320.00,1.48401,0.53844
50.00,-320.00,2320.00,1.52397,0.62854
70.00,-320.00,2320.00,4.65292,0.67469
90.00,-320.00,2320.00,7.33223,0.59537
110.00,-320.00,2320.00,7.54501,0.44690
130.00,-320.00,2320.00,7.68481,0.67464
150.00,-320.00,2320.00,8.34679,0.97967
170.00,-320.00,2320.00,9.90513,1.24376
190.00,-320.00,2320.00,5.06555,1.25038
210.00,-320.00,2320.00,1.46420,1.24561
230.00,-320.00,2320.00,1.33884,1.19406
250.00,-320.00,2320.00,1.59793,1.12052
270.00,-320.00,2320.00,1.43715,1.05463
290.00,-320.00,2320.00,1.68691,1.06139
310.00,-320.00,2320.00,0.57107,1.23480
330.00,-320.00,2320.00,0.67316,1.35446
350.00,-320.00,2320.00,0.74983,1.43557
370.00,-320.00,2320.00,0.76043,1.45841
390.00,-320.00,2320.00,0.76043,1.45841
410.00,-320.00,2320.00,0.76043,1.45841
430.00,-320.00,2320.00,0.76043,1.45841
450.00,-320.00,2320.00,0.76043,1.45841
-490.00,-300.00,2320.00,3.56287,1.62077
-470.00,-300.00,2320.00,2.44856,1.32111
-450.00,-300.00,2320.00,2.44856,1.32111
-430.00,-300.00,2320.00,2.44856,1.32111
-410.00,-300.00,2320.00,2.55552,1.32275
-390.00,-300.00,2320.00,2.55552,1.32275
-370.00,-300.00,2320.00,2.55552,1.32275
-350.00,-300.00,2320.00,2.90138,1.32257
-330.00,-300.00,2320.00,3.64505,1.30491
-310.00,-300.00,2320.00,4.40301,1.24803
-290.00,-300.00,2320.00,4.73288,1.15780
-270.00,-300.00,2320.00,4.96805,1.07997
-250.00,-300.00,2320.00,4.67991,1.08457
-230.00,-300.00,2320.00,3.83801,1.06461
-210.00,-300.00,2320.00,2.70573,1.07625
-190.00,-300.00,2320.00,1.02113,0.95365
