x,y,z,clay,chalcosite,bornite,chalcopyrite
152.070924,-503.626506,2553.807654,5.390596,0.000452,0.000463,0.277536
153.331165,-503.594757,2548.969185,4.328095,0.000468,0.000475,0.217470
154.591407,-503.563009,2544.130715,4.324859,0.000548,0.000544,0.170135
155.851648,-503.531261,2539.292246,3.024119,0.000962,0.000957,0.102164
157.111889,-503.499512,2534.453777,2.699136,0.011704,0.000480,0.055877
158.372130,-503.467764,2529.615308,3.616818,0.011144,0.000575,0.073571
159.632371,-503.436016,2524.776838,3.511078,0.003715,0.000943,0.100782
160.892612,-503.404267,2519.938369,3.832115,0.000582,0.002261,0.182278
162.152853,-503.372519,2515.099900,2.410571,0.000544,0.045800,0.221558
163.413094,-503.340771,2510.261431,2.083742,0.000530,0.042506,0.257084
164.673335,-503.309023,2505.422962,1.659371,0.000532,0.014542,0.294097
165.933576,-503.277274,2500.584492,0.869372,0.000540,0.084702,0.283471
167.193817,-503.245526,2495.746023,1.473769,0.000481,0.089904,0.268540
168.454058,-503.213778,2490.907554,2.579760,0.000480,0.088993,0.235279
169.714299,-503.182029,2486.069085,3.716032,0.000460,0.061314,0.238351
170.974540,-503.150281,2481.230615,4.568906,0.000508,0.083452,0.289413
172.234782,-503.118533,2476.392146,2.057857,0.000535,0.101275,0.258431
173.495023,-503.086784,2471.553677,2.879258,0.000474,0.195718,0.267836
174.755264,-503.055036,2466.715208,2.579076,0.000531,0.121151,0.283284
176.015505,-503.023288,2461.876738,2.161256,0.006033,0.079935,0.181568
177.275746,-502.991539,2457.038269,2.558562,0.000920,0.058642,0.267198
178.535987,-502.959791,2452.199800,3.251562,0.000488,0.038453,0.252720
179.796228,-502.928043,2447.361331,2.395943,0.000499,0.012140,0.304256
181.056469,-502.896295,2442.522862,2.395943,0.000499,0.012140,0.304256
182.316710,-502.864546,2437.684392,0.941696,0.000503,0.000984,0.364308
183.576951,-502.832798,2432.845923,0.194506,0.000485,0.000483,0.364477
184.837192,-502.801050,2428.007454,0.168256,0.000501,0.000484,0.347776
186.097433,-502.769301,2423.168985,0.004890,0.007295,0.030718,0.278235
187.357674,-502.737553,2418.330515,0.005236,0.000996,0.040922,0.451390
188.617916,-502.705805,2413.492046,0.005048,0.000963,0.055340,0.436288
189.878157,-502.674056,2408.653577,0.132606,0.000475,0.069229,0.614822
191.138398,-502.642308,2403.815108,0.864738,0.000468,0.064799,0.508635
192.398639,-502.610560,2398.976639,0.005189,0.000957,0.078634,0.430268
193.658880,-502.578812,2394.138169,0.048411,0.001857,0.078211,0.345758
-145.468983,-397.628830,2565.983704,1.673620,0.000490,0.025473,0.261521
-144.096061,-397.558168,2561.176409,0.104122,0.000527,0.000523,0.282639
-142.723139,-397.487505,2556.369113,0.422508,0.000502,0.000733,0.232319
-141.350217,-397.416842,2551.561817,0.245785,0.005537,0.032103,0.135285
-139.977295,-397.346179,2546.754521,0.389678,0.003926,0.022995,0.119150
-138.604373,-397.275517,2541.947226,0.893989,0.007563,0.002049,0.129559
-137.231451,-397.204854,2537.139930,1.554694,0.003536,0.000531,0.123320
-135.858529,-397.134191,2532.332634,1.246404,0.005735,0.000496,0.107057
-134.485608,-397.063528,2527.525338,1.480343,0.003054,0.000546,0.152420
-133.112686,-396.992866,2522.718043,2.387163,0.001015,0.000521,0.110818
-131.739764,-396.922203,2517.910747,1.717394,0.006982,0.000507,0.061834
-130.366842,-396.851540,2513.103451,1.626670,0.022193,0.000528,0.054847
-128.993920,-396.780877,2508.296156,0.928841,0.087095,0.000532,0.026225
-127.620998,-396.710215,2503.488860,0.562175,0.054658,0.000480,0.053911
-126.248076,-396.639552,2498.681564,0.644608,0.003084,0.000482,0.102444
-124.875154,-396.568889,2493.874268,0.004813,0.014569,0.000490,0.083170
-123.502232,-396.498226,2489.066973,0.004700,0.005361,0.000463,0.082639
-122.129310,-396.427564,2484.259677,0.004829,0.004806,0.000479,0.169458
-120.756389,-396.356901,2479.452381,0.004664,0.007680,0.000474,0.199857
-119.383467,-396.286238,2474.645085,0.004880,0.015047,0.000492,0.215623
-118.010545,-396.215575,2469.837790,0.005216,0.000551,0.000516,0.362130
-116.637623,-396.144913,2465.030494,0.004893,0.000504,0.000493,0.295874
-115.264701,-396.074250,2460.223198,0.180789,0.000922,0.000498,0.254311
-113.891779,-396.003587,2455.415902,0.528047,0.003103,0.000530,0.261051
-112.518857,-395.932925,2450.608607,0.088790,0.005148,0.000502,0.149785
-111.145935,-395.862262,2445.801311,0.460722,0.000544,0.000470,0.197190
-109.773013,-395.791599,2440.994015,0.451461,0.000498,0.000492,0.188884
-108.400091,-395.720936,2436.186720,1.089053,0.000498,0.000492,0.226872
-107.027170,-395.650274,2431.379424,0.888923,0.000472,0.000463,0.229632
-105.654248,-395.579611,2426.572128,0.611466,0.000459,0.000446,0.259555
-104.281326,-395.508948,2421.764832,0.573324,0.000441,0.000441,0.317587
-102.908404,-395.438285,2416.957537,0.626904,0.000501,0.000488,0.323677
-101.535482,-395.367623,2412.150241,0.485097,0.000459,0.000464,0.376509
-100.162560,-395.296960,2407.342945,0.883393,0.000470,0.000489,0.312772
-98.789638,-395.226297,2402.535649,0.883393,0.000470,0.000489,0.312772
-97.416716,-395.155634,2397.728354,2.154034,0.000506,0.000645,0.283715
-96.043794,-395.084972,2392.921058,2.237994,0.000455,0.000487,0.240966
-94.670872,-395.014309,2388.113762,1.744775,0.000429,0.000436,0.457540
-93.297951,-394.943646,2383.306467,2.346977,0.000493,0.000520,0.573050
-91.925029,-394.872983,2378.499171,1.913837,0.000450,0.000477,0.435321
-90.552107,-394.802321,2373.691875,3.437251,0.000473,0.000488,0.580765
-54.721488,-401.397927,2562.123587,1.525122,0.000642,0.105990,0.157087
-53.616905,-401.375752,2557.247174,0.533663,0.000551,0.113951,0.240443
-52.512321,-401.353576,2552.370761,0.751167,0.000493,0.084259,0.275914
-51.407738,-401.331400,2547.494348,0.727223,0.000496,0.155718,0.274702
-50.303155,-401.309225,2542.617935,0.727223,0.000496,0.155718,0.274702
-49.198571,-401.287049,2537.741522,0.918589,0.000493,0.148463,0.340733
-48.093988,-401.264873,2532.865109,0.504883,0.000442,0.135846,0.251691
42.427379,-398.537935,2566.891907,5.193301,0.001889,0.442119,3.785152
43.681627,-398.518834,2562.051815,3.189031,0.002015,0.633118,5.054033
44.935875,-398.499732,2557.211722,4.661096,0.001969,1.495234,4.214086
46.190123,-398.480630,2552.371629,10.546004,0.001953,1.222940,2.870355
47.444370,-398.461528,2547.531536,10.546004,0.001953,1.222940,2.870355
48.698618,-398.442426,2542.691444,10.605200,0.001903,1.656773,3.449960
49.952866,-398.423324,2537.851351,13.345755,0.001919,1.442595,4.109217
51.207114,-398.404223,2533.011258,10.627531,0.001783,2.053610,3.162544
52.461362,-398.385121,2528.171166,12.045353,0.001839,3.342539,3.270784
53.715609,-398.366019,2523.331073,17.073168,0.001952,2.885117,2.115190
54.969857,-398.346917,2518.490980,12.147448,0.002074,2.139072,2.865661
56.224105,-398.327815,2513.650887,6.772405,0.001940,3.277561,3.498054
57.478353,-398.308713,2508.810795,8.494802,0.002058,2.338323,3.730098
58.732601,-398.289612,2503.970702,9.094509,0.001613,1.582642,3.373390
59.986848,-398.270510,2499.130609,6.177732,0.001979,1.836207,2.493097
61.241096,-398.251408,2494.290516,5.996348,0.001739,1.226360,1.785451
62.495344,-398.232306,2489.450424,8.669827,0.001935,0.912472,0.948972
63.749592,-398.213204,2484.610331,10.381552,0.001897,0.703361,0.551881
65.003840,-398.194102,2479.770238,4.062323,0.002085,0.970930,0.297307
66.258087,-398.175000,2474.930146,5.080413,0.001857,0.840492,1.269624
67.512335,-398.155899,2470.090053,6.426525,0.001794,1.035044,0.818435
68.766583,-398.136797,2465.249960,3.069456,0.001850,0.842195,0.737373
70.020831,-398.117695,2460.409867,3.110174,0.002067,0.987532,0.899993
71.275079,-398.098593,2455.569775,3.051667,0.002072,1.240627,1.284932
72.529327,-398.079491,2450.729682,1.752308,0.001890,0.408488,1.445588
73.783574,-398.060389,2445.889589,1.370007,0.001831,0.275324,1.232977
75.037822,-398.041288,2441.049497,0.497283,0.001951,0.422442,1.062162
76.292070,-398.022186,2436.209404,0.524856,0.001966,0.888354,2.113133
77.546318,-398.003084,2431.369311,0.004746,0.001939,0.113200,2.076570
78.800566,-397.983982,2426.529218,0.005319,0.002201,0.048910,1.742639
80.054813,-397.964880,2421.689126,0.004852,0.002004,0.075355,2.488236
81.309061,-397.945778,2416.849033,0.005218,0.002568,0.031529,1.963260
82.563309,-397.926677,2412.008940,0.269507,0.002096,0.147635,2.069468
83.817557,-397.907575,2407.168847,0.004992,0.001972,0.019443,2.523552
85.071805,-397.888473,2402.328755,0.004556,0.001882,0.009163,2.664895
86.326052,-397.869371,2397.488662,0.004621,0.001886,0.004878,2.394244
87.580300,-397.850269,2392.648569,0.004621,0.001886,0.004878,2.394244
155.564133,-396.481372,2563.707877,2.074307,0.000497,0.152125,0.251216
156.674247,-396.510003,2558.832753,2.837951,0.000431,0.163383,0.180343
157.784360,-396.538635,2553.957630,4.326443,0.000471,0.220855,0.257206
158.894474,-396.567267,2549.082507,4.197331,0.000458,0.211528,0.237200
160.004588,-396.595899,2544.207383,3.909890,0.000461,0.185596,0.177202
161.114701,-396.624530,2539.332260,2.737091,0.000474,0.139778,0.161412
162.224815,-396.653162,2534.457136,2.142791,0.000475,0.131028,0.189698
163.334929,-396.681794,2529.582013,1.913264,0.000465,0.130750,0.192499
164.445043,-396.710425,2524.706890,2.210765,0.000510,0.190023,0.161828
165.555156,-396.739057,2519.831766,1.248346,0.000953,0.022117,0.089809
166.665270,-396.767689,2514.956643,0.553099,0.000561,0.035079,0.144474
167.775384,-396.796321,2510.081520,0.234365,0.001959,0.387063,1.897501
168.885497,-396.824952,2505.206396,0.843470,0.002000,0.005346,1.632458
169.995611,-396.853584,2500.331273,2.218002,0.001891,0.006032,1.807658
171.105725,-396.882216,2495.456150,2.789360,0.001962,0.005880,2.235872
172.215838,-396.910847,2490.581026,3.207911,0.001947,0.005488,1.340361
173.325952,-396.939479,2485.705903,2.913526,0.002105,0.005946,1.412838
174.436066,-396.968111,2480.830779,1.769316,0.002042,0.005439,2.161745
175.546180,-396.996742,2475.955656,2.181926,0.000459,0.000477,0.213124
176.656293,-397.025374,2471.080533,2.417477,0.000513,0.000511,0.116652
177.766407,-397.054006,2466.205409,2.599451,0.000482,0.000484,0.179999
178.876521,-397.082638,2461.330286,5.065354,0.002052,0.005115,1.807081
179.986634,-397.111269,2456.455163,4.652353,0.001813,0.004495,1.663812
181.096748,-397.139901,2451.580039,3.487774,0.001898,0.004680,1.656110
182.206862,-397.168533,2446.704916,4.389260,0.001851,0.004598,1.741130
183.316975,-397.197164,2441.829793,3.323439,0.001874,0.004673,2.605425
184.427089,-397.225796,2436.954669,3.278352,0.002026,0.005024,2.175665
185.537203,-397.254428,2432.079546,2.636643,0.001830,0.004555,3.198745
186.647316,-397.283060,2427.204422,0.878816,0.001892,0.004726,4.219550
187.757430,-397.311691,2422.329299,1.465038,0.001884,0.004832,2.665651
188.867544,-397.340323,2417.454176,2.675778,0.001815,0.004900,2.035526
189.977658,-397.368955,2412.579052,2.675778,0.001815,0.004900,2.035526
191.087771,-397.397586,2407.703929,4.253272,0.002054,0.006586,2.152676
192.197885,-397.426218,2402.828806,3.197583,0.002005,0.544473,2.479327
193.307999,-397.454850,2397.953682,3.999283,0.001840,1.002649,2.340541
194.418112,-397.483482,2393.078559,2.332343,0.001996,0.868220,3.350751
195.528226,-397.512113,2388.203436,1.227916,0.000479,0.000529,0.231583
196.638340,-397.540745,2383.328312,2.040105,0.000504,0.030588,0.227439
197.748453,-397.569377,2378.453189,1.438777,0.001877,0.133169,2.929153
198.858567,-397.598008,2373.578065,0.890797,0.002013,0.010598,2.994726
199.968681,-397.626640,2368.702942,0.413410,0.000482,0.001909,0.269922
201.078795,-397.655272,2363.827819,0.159212,0.000526,0.029695,0.327245
202.188908,-397.683904,2358.952695,0.005167,0.003768,0.036317,0.248171
203.299022,-397.712535,2354.077572,0.681285,0.002033,0.053681,0.215558
204.409136,-397.741167,2349.202449,0.181337,0.001945,0.017284,0.180188
205.519249,-397.769799,2344.327325,0.353666,0.002096,0.002773,0.214330
206.629363,-397.798430,2339.452202,0.792814,0.006066,0.000507,0.132338
207.739477,-397.827062,2334.577079,3.251847,0.004861,0.010389,0.170978
208.849590,-397.855694,2329.701955,4.565836,0.005846,0.000583,0.094236
209.959704,-397.884325,2324.826832,2.130395,0.023905,0.001008,0.123023
211.069818,-397.912957,2319.951708,3.734130,0.025634,0.003074,0.151653
212.179931,-397.941589,2315.076585,5.383096,0.012635,0.006368,0.127754
213.290045,-397.970221,2310.201462,6.893287,0.006388,0.000642,0.129456
214.400159,-397.998852,2305.326338,2.454410,0.008328,0.018395,0.193762
-252.311021,-302.077787,2564.224962,0.608986,0.000489,0.106988,0.439137
-250.828740,-302.120916,2559.449925,1.255927,0.000523,0.165734,0.365702
-249.346460,-302.164045,2554.674887,1.944506,0.000509,0.167443,0.348097
-247.864179,-302.207174,2549.899850,1.012612,0.000509,0.147911,0.349462
-246.381898,-302.250303,2545.124812,0.863049,0.000539,0.134704,0.336433
-244.899618,-302.293432,2540.349774,0.113383,0.002112,0.111647,0.372081
-243.417337,-302.336561,2535.574737,0.005036,0.006031,0.033521,0.369163
-241.935057,-302.379690,2530.799699,0.004789,0.035427,0.026914,0.305596
-240.452776,-302.422819,2526.024662,0.004739,0.007580,0.006694,0.267731
-238.970495,-302.465949,2521.249624,0.004786,0.053268,0.004814,0.279863
-157.886558,-302.232004,2558.207012,0.578262,0.000424,0.000448,0.402262
-156.462907,-302.253929,2553.414023,0.342723,0.000502,0.000505,0.418692
-155.039257,-302.275853,2548.621035,0.005063,0.001968,0.001083,0.427528
-153.615607,-302.297777,2543.828046,0.323173,0.000503,0.001038,0.433151
-152.191956,-302.319701,2539.035058,0.175138,0.000496,0.000495,0.410173
-150.768306,-302.341625,2534.242069,0.363518,0.000533,0.000527,0.292936
-149.344655,-302.363549,2529.449081,0.108252,0.000495,0.001917,0.305670
-147.921005,-302.385474,2524.656092,0.116926,0.000514,0.001117,0.335615
-146.497354,-302.407398,2519.863104,0.291323,0.000479,0.000923,0.290210
-145.073704,-302.429322,2515.070115,0.004827,0.000893,0.004250,0.289652
-143.650053,-302.451246,2510.277127,0.912760,0.001991,0.745405,2.952873
-142.226403,-302.473170,2505.484138,2.392100,0.002079,0.529464,2.956261
-140.802752,-302.495094,2500.691150,1.723155,0.002208,0.625501,2.118008
-139.379102,-302.517019,2495.898161,2.491251,0.002178,0.540996,2.122331
-137.955451,-302.538943,2491.105173,1.773039,0.007413,0.513516,1.584473
-136.531801,-302.560867,2486.312184,2.498360,0.000552,0.024866,0.193030
-135.108150,-302.582791,2481.519196,1.605961,0.003856,0.227533,1.518771
-133.684500,-302.604715,2476.726207,2.600995,0.002312,0.010629,1.121144
-132.260849,-302.626639,2471.933219,2.120756,0.022849,0.004970,0.364539
-130.837199,-302.648564,2467.140230,1.753818,0.011656,0.005231,0.530755
-129.413549,-302.670488,2462.347242,1.289589,0.088554,0.010835,0.226493
-127.989898,-302.692412,2457.554253,1.289589,0.088554,0.010835,0.226493
-126.566248,-302.714336,2452.761265,1.220388,0.125505,0.005505,0.135667
-125.142597,-302.736260,2447.968276,1.424397,0.012014,0.005737,0.140631
-123.718947,-302.758184,2443.175288,2.530165,0.194969,0.005134,0.007764
-122.295296,-302.780109,2438.382299,3.076507,0.204555,0.009800,0.007445
-120.871646,-302.802033,2433.589311,2.344724,0.230869,0.005100,0.006998
-119.447995,-302.823957,2428.796322,2.270696,0.364307,0.005237,0.005793
-118.024345,-302.845881,2424.003334,3.786818,0.266715,0.005573,0.019626
-116.600694,-302.867805,2419.210345,2.160786,0.304566,0.043706,0.115540
-115.177044,-302.889729,2414.417357,2.200379,0.199030,0.047204,0.156880
-113.753393,-302.911654,2409.624368,3.776119,0.018922,0.143368,0.587309
-112.329743,-302.933578,2404.831380,4.691149,0.031263,0.453780,0.709611
-110.906092,-302.955502,2400.038391,5.949005,0.020355,0.723578,0.766051
-109.482442,-302.977426,2395.245403,2.328927,0.226707,0.010170,0.399119
-108.058792,-302.999350,2390.452414,3.254922,0.409115,0.018621,0.117644
-106.635141,-303.021274,2385.659426,2.997837,0.452171,0.011225,0.022148
-105.211491,-303.043199,2380.866437,3.104889,0.311572,0.005377,0.120273
-103.787840,-303.065123,2376.073449,9.983858,0.025285,0.005251,0.100838
-102.364190,-303.087047,2371.280460,10.046409,0.026436,0.004939,0.146573
-100.940539,-303.108971,2366.487472,5.698730,0.010793,0.005319,0.236099
-99.516889,-303.130895,2361.694483,9.238546,0.003725,0.073185,0.484998
-98.093238,-303.152819,2356.901495,2.898102,0.054073,0.127594,0.292575
-96.669588,-303.174744,2352.108506,1.793871,0.136195,0.366976,0.293819
-95.245937,-303.196668,2347.315518,1.425994,0.145739,0.710689,0.294828
-93.822287,-303.218592,2342.522529,4.358343,0.053451,0.877505,0.286053
-92.398636,-303.240516,2337.729541,6.429457,0.041160,1.183238,0.564551
-90.974986,-303.262440,2332.936552,2.488762,0.279588,0.917923,0.653096
-89.551335,-303.284364,2328.143564,3.458757,0.161215,0.051742,0.478929
-88.127685,-303.306289,2323.350575,3.306588,0.043874,0.010564,0.846763
-86.704034,-303.328213,2318.557587,1.329351,0.223473,0.005677,0.658541
-49.081971,-305.262809,2556.285768,3.056749,0.003454,0.002075,0.315340
-47.416280,-305.224247,2551.571535,1.140658,0.003357,0.002189,0.454437
-45.750590,-305.185684,2546.857303,1.119489,0.003349,0.002013,0.454087
-44.084899,-305.147122,2542.143070,1.219738,0.003418,0.002008,0.412472
-42.419209,-305.108560,2537.428838,1.513100,0.003714,0.002131,0.433317
-40.753518,-305.069997,2532.714605,1.513100,0.003714,0.002131,0.433317
-39.087828,-305.031435,2528.000373,1.048669,0.003522,0.002044,0.359299
-37.422137,-304.992873,2523.286140,0.399362,0.003125,0.001832,0.390803
-35.756446,-304.954311,2518.571908,1.342513,0.003155,0.001815,0.226716
-34.090756,-304.915748,2513.857675,1.337471,0.003436,0.001961,0.397033
-32.425065,-304.877186,2509.143443,0.916159,0.003549,0.002038,0.468423
-30.759375,-304.838624,2504.429210,1.035985,0.003481,0.002047,0.448069
-29.093684,-304.800061,2499.714978,1.814274,0.003477,0.002007,0.219877
-27.427994,-304.761499,2495.000745,3.145409,0.003308,0.001923,0.379573
-25.762303,-304.722937,2490.286513,4.589217,0.003432,0.002011,0.456954
-24.096613,-304.684375,2485.572280,3.878243,0.003373,0.001892,0.414359
-22.430922,-304.645812,2480.858048,3.603042,0.003363,0.001946,0.536725
-20.765231,-304.607250,2476.143815,2.561464,0.003983,0.002188,0.464218
-19.099541,-304.568688,2471.429583,4.230144,0.003638,0.002117,0.583064
-17.433850,-304.530125,2466.715350,6.985642,0.003265,0.001869,0.338790
-15.768160,-304.491563,2462.001118,7.758693,0.003600,0.002027,0.408900
-14.102469,-304.453001,2457.286885,18.023504,0.006776,0.002072,0.142882
-12.436779,-304.414438,2452.572653,18.023504,0.006776,0.002072,0.142882
-10.771088,-304.375876,2447.858420,12.881076,0.021779,0.007819,0.225384
-9.105397,-304.337314,2443.144188,16.423677,0.222545,0.003907,0.156525
-7.439707,-304.298752,2438.429955,6.696464,0.470449,0.002131,0.254612
-5.774016,-304.260189,2433.715723,7.651902,0.350078,0.002019,0.265792
-4.108326,-304.221627,2429.001490,5.983384,0.408698,0.441511,0.479756
-2.442635,-304.183065,2424.287258,6.721677,0.492917,0.367130,0.339331
-0.776945,-304.144502,2419.573025,6.540014,0.344389,0.335560,0.264162
0.888746,-304.105940,2414.858793,9.390914,0.046402,0.311770,0.281673
2.554436,-304.067378,2410.144561,10.937269,0.147552,0.139046,0.151858
4.220127,-304.028816,2405.430328,6.914184,0.024153,0.049434,0.358742
5.885818,-303.990253,2400.716096,3.715127,0.028504,0.191433,0.380023
7.551508,-303.951691,2396.001863,2.461072,0.193750,0.338748,0.460826
9.217199,-303.913129,2391.287631,2.416169,0.030803,0.436171,0.385170
10.882889,-303.874566,2386.573398,3.585465,0.013747,0.513409,0.653213
12.548580,-303.836004,2381.859166,4.772525,0.008086,0.822572,0.735427
14.214270,-303.797442,2377.144933,3.872498,0.013366,0.997428,1.258246
15.879961,-303.758879,2372.430701,13.676092,0.001990,1.107099,1.916939
17.545651,-303.720317,2367.716468,13.676092,0.001990,1.107099,1.916939
19.211342,-303.681755,2363.002236,5.494575,0.002000,0.098482,1.889937
20.877033,-303.643193,2358.288003,3.283909,0.001832,0.040146,2.049475
22.542723,-303.604630,2353.573771,3.847581,0.001909,0.005638,1.567938
24.208414,-303.566068,2348.859538,2.642754,0.001931,0.009306,1.061522
25.874104,-303.527506,2344.145306,4.542638,0.002056,0.006225,1.641256
27.539795,-303.488943,2339.431073,2.191969,0.002014,0.019168,1.502224
29.205485,-303.450381,2334.716841,1.197829,0.003725,0.019408,1.340569
30.871176,-303.411819,2330.002608,1.306234,0.010904,0.068146,1.028185
32.536867,-303.373257,2325.288376,0.684609,0.004196,0.005348,2.059064
34.202557,-303.334694,2320.574143,0.399636,0.004318,0.005304,2.780546
35.868248,-303.296132,2315.859911,2.578464,0.001829,0.004988,2.606076
37.533938,-303.257570,2311.145678,0.401181,0.001897,0.004801,2.224772
39.199629,-303.219007,2306.431446,0.496093,0.002151,0.005243,1.612426
40.865319,-303.180445,2301.717213,0.962228,0.001877,0.004846,1.729563
42.531010,-303.141883,2297.002981,1.226503,0.002007,0.009823,1.570038
44.196700,-303.103320,2292.288748,1.878520,0.002299,0.011294,1.130028
45.862391,-303.064758,2287.574516,1.762093,0.003759,0.367191,1.132897
47.528082,-303.026196,2282.860283,2.198976,0.008335,0.008335,0.735153
49.193772,-302.987634,2278.146051,3.125005,0.002389,0.006336,0.863899
50.859463,-302.949071,2273.431819,2.352128,0.008516,0.006085,0.803696
52.525153,-302.910509,2268.717586,4.254557,0.012239,0.005178,0.734673
54.190844,-302.871947,2264.003354,3.605310,0.012416,0.005302,1.008685
55.856534,-302.833384,2259.289121,8.952459,0.001956,0.004937,1.152635
57.522225,-302.794822,2254.574889,8.978889,0.002023,0.005190,0.641390
59.187915,-302.756260,2249.860656,12.756663,0.001994,0.004956,0.680109
60.853606,-302.717698,2245.146424,15.597868,0.001781,0.004529,0.625461
62.519297,-302.679135,2240.432191,11.803566,0.002255,0.007054,0.675517
64.184987,-302.640573,2235.717959,9.558829,0.002480,0.010059,0.620186
65.850678,-302.602011,2231.003726,13.914254,0.001873,0.009113,0.325537
67.516368,-302.563448,2226.289494,22.205082,0.002088,0.010107,0.209682
69.182059,-302.524886,2221.575261,34.020884,0.001892,0.009482,0.158474
70.847749,-302.486324,2216.861029,34.714482,0.002214,0.009867,0.142403
72.513440,-302.447762,2212.146796,31.965476,0.002093,0.005614,0.427946
74.179130,-302.409199,2207.432564,19.193892,0.001745,0.004344,0.332696
75.844821,-302.370637,2202.718331,43.047921,0.002178,0.005472,0.303519
77.510512,-302.332075,2198.004099,32.722482,0.001929,0.004685,0.365876
79.176202,-302.293512,2193.289866,19.024965,0.002094,0.005218,0.627120
80.841893,-302.254950,2188.575634,22.283315,0.002101,0.005286,0.744459
82.507583,-302.216388,2183.861401,17.553727,0.001960,0.004975,1.268479
84.173274,-302.177825,2179.147169,20.553249,0.002033,0.005227,1.583448
85.838964,-302.139263,2174.432936,19.705179,0.001784,0.004591,1.840771
87.504655,-302.100701,2169.718704,19.968556,0.001879,0.004813,2.239640
89.170346,-302.062139,2165.004471,20.036949,0.002078,0.005239,2.323584
90.836036,-302.023576,2160.290239,17.185903,0.001912,0.004714,1.300134
92.501727,-301.985014,2155.576006,16.715319,0.001934,0.004771,1.557118
94.167417,-301.946452,2150.861774,14.162648,0.002064,0.005006,1.121618
95.833108,-301.907889,2146.147541,5.726548,0.002004,0.004692,1.113887
97.498798,-301.869327,2141.433309,6.944577,0.001865,0.004478,0.500748
99.164489,-301.830765,2136.719076,5.969424,0.002194,0.005109,0.333139
100.830179,-301.792203,2132.004844,3.987402,0.001815,0.004498,0.445316
102.495870,-301.753640,2127.290612,1.949366,0.002066,0.005152,0.647975
104.161561,-301.715078,2122.576379,1.949366,0.002066,0.005152,0.647975
105.827251,-301.676516,2117.862147,0.591143,0.002304,0.004728,0.476096
107.492942,-301.637953,2113.147914,0.250995,0.001937,0.004877,0.373822
109.158632,-301.599391,2108.433682,0.404368,0.001773,0.004842,0.734099
110.824323,-301.560829,2103.719449,0.005202,0.002056,0.006328,1.557366
112.490013,-301.522266,2099.005217,0.004486,0.001914,0.004826,1.319837
114.155704,-301.483704,2094.290984,0.004945,0.014558,0.048611,0.802700
115.821394,-301.445142,2089.576752,0.302641,0.002216,0.164905,1.030489
44.449968,-306.624527,2560.162847,4.539649,0.007399,0.924419,1.580573
45.715173,-306.659232,2555.325694,3.074299,0.001895,0.293537,1.373007
46.980379,-306.693937,2550.488540,4.074368,0.002261,0.193462,0.700321
48.245584,-306.728642,2545.651387,3.894973,0.003568,0.512585,0.318726
49.510790,-306.763347,2540.814234,3.551802,0.008017,0.319595,0.264369
50.775995,-306.798052,2535.977081,3.829374,0.004284,0.297170,0.161609
52.041200,-306.832757,2531.139928,4.969140,0.003766,0.006441,0.017361
53.306406,-306.867462,2526.302775,4.045404,0.000960,0.000453,0.010001
54.571611,-306.902167,2521.465621,7.151619,0.000521,0.000987,0.014714
55.836816,-306.936872,2516.628468,6.281087,0.000957,0.001035,0.013251
57.102022,-306.971577,2511.791315,7.863494,0.000561,0.000531,0.012839
58.367227,-307.006282,2506.954162,9.590912,0.003065,0.030617,0.005424
59.632433,-307.040987,2502.117009,6.313227,0.007185,0.007645,0.001439
60.897638,-307.075692,2497.279855,6.776567,0.007697,0.001018,0.001181
62.162843,-307.110397,2492.442702,6.946750,0.006035,0.000553,0.000772
63.428049,-307.145102,2487.605549,6.946750,0.006035,0.000553,0.000772
64.693254,-307.179807,2482.768396,4.001469,0.078344,0.000471,0.000550
65.958459,-307.214512,2477.931243,2.985739,0.005734,0.000443,0.005493
67.223665,-307.249217,2473.094090,2.322381,0.022233,0.000708,0.010978
68.488870,-307.283922,2468.256936,2.250505,0.008394,0.000503,0.013078
69.754076,-307.318627,2463.419783,2.885658,0.005620,0.000581,0.024587
71.019281,-307.353332,2458.582630,2.748728,0.010685,0.000521,0.050031
72.284486,-307.388037,2453.745477,4.694245,0.001066,0.001017,0.066090
73.549692,-307.422742,2448.908324,8.220391,0.000532,0.027731,0.083825
74.814897,-307.457447,2444.071170,4.928656,0.000786,0.023354,0.094509
76.080102,-307.492152,2439.234017,3.264235,0.001024,0.051599,0.060088
77.345308,-307.526857,2434.396864,3.008227,0.001962,0.092318,0.059614
78.610513,-307.561562,2429.559711,2.803297,0.000976,0.108109,0.071391
79.875719,-307.596267,2424.722558,3.090938,0.002015,1.046852,1.296225
81.140924,-307.630972,2419.885405,3.020231,0.002020,0.929672,2.240989
82.406129,-307.665677,2415.048251,5.764598,0.002011,1.212951,2.441580
83.671335,-307.700382,2410.211098,7.434042,0.002146,1.479085,3.137486
84.936540,-307.735087,2405.373945,3.736068,0.001880,0.652168,2.724616
86.201746,-307.769792,2400.536792,7.236424,0.000463,0.029854,0.257862
87.466951,-307.804497,2395.699639,5.997465,0.000510,0.041707,0.329248
88.732156,-307.839202,2390.862485,7.651225,0.000489,0.091807,0.300530
89.997362,-307.873907,2386.025332,4.688001,0.000489,0.130467,0.246310
91.262567,-307.908612,2381.188179,7.632974,0.002018,1.466645,3.155784
92.527772,-307.943317,2376.351026,9.908665,0.002027,1.608422,4.269136
