x,y,z,clay,chalcosite,bornite,chalcopyrite
-190.245230,-47.645429,2378.430249,0.452259,0.001993,0.004976,1.804081
-191.431116,-47.693043,2373.573151,0.591420,0.001819,0.004599,1.147294
-192.617002,-47.740657,2368.716052,0.633199,0.001987,0.005022,0.873419
-193.802887,-47.788272,2363.858953,0.882638,0.001849,0.004678,0.968359
-194.988773,-47.835886,2359.001855,0.747622,0.002041,0.005130,1.205605
-196.174659,-47.883500,2354.144756,1.987866,0.002039,0.005408,1.793856
-197.360545,-47.931114,2349.287657,1.341725,0.002002,0.005261,1.373260
-198.546430,-47.978729,2344.430559,0.680418,0.001950,0.005142,1.011284
-199.732316,-48.026343,2339.573460,0.620605,0.001961,0.006318,1.716646
-200.918202,-48.073957,2334.716361,0.829766,0.001781,0.005428,1.231802
-202.104088,-48.121572,2329.859262,1.335082,0.003293,0.001967,0.567932
-203.289974,-48.169186,2325.002164,0.472043,0.003314,0.001988,0.438766
-204.475859,-48.216800,2320.145065,1.732743,0.003525,0.002096,0.672185
-205.661745,-48.264415,2315.287966,0.276537,0.003392,0.003854,0.708850
-206.847631,-48.312029,2310.430868,0.614722,0.003385,0.004046,0.756228
-208.033517,-48.359643,2305.573769,1.152870,0.003319,0.179018,0.946887
-209.219403,-48.407257,2300.716670,1.206387,0.001972,0.010163,3.149094
-210.405288,-48.454872,2295.859572,2.893713,0.002002,0.458897,3.255107
-211.591174,-48.502486,2291.002473,2.941236,0.001955,0.400146,2.494588
-212.777060,-48.550100,2286.145374,2.130655,0.001960,0.069088,1.895066
-213.962946,-48.597715,2281.288275,2.673103,0.001923,0.574953,2.095194
-215.148832,-48.645329,2276.431177,1.779378,0.003737,0.720537,1.427620
-216.334717,-48.692943,2271.574078,1.312150,0.003738,0.259961,1.687648
-217.520603,-48.740558,2266.716979,1.811792,0.001949,0.084920,1.908221
-218.706489,-48.788172,2261.859881,1.217043,0.001928,0.019134,1.771034
-219.892375,-48.835786,2257.002782,2.016119,0.002131,0.231695,1.501032
-221.078261,-48.883400,2252.145683,1.533726,0.002096,0.010960,2.123027
-222.264146,-48.931015,2247.288585,1.797511,0.003898,0.473188,1.986175
-223.450032,-48.978629,2242.431486,1.953287,0.003936,0.354740,1.862188
-224.635918,-49.026243,2237.574387,1.953287,0.003936,0.354740,1.862188
-225.821804,-49.073858,2232.717288,0.893299,0.003643,0.009732,1.985276
-227.007689,-49.121472,2227.860190,1.051808,0.007941,0.654675,1.723456
-228.193575,-49.169086,2223.003091,1.392785,0.010622,0.933712,1.828302
-229.379461,-49.216701,2218.145992,1.268960,0.019389,0.744648,1.691957
-230.565347,-49.264315,2213.288894,2.149292,0.036664,0.942476,1.558079
-231.751233,-49.311929,2208.431795,1.953789,0.025039,0.651007,1.315426
-232.937118,-49.359544,2203.574696,1.666604,0.042963,0.634596,1.329590
-234.123004,-49.407158,2198.717598,1.170460,0.059592,0.542280,1.626387
-235.308890,-49.454772,2193.860499,0.205518,0.107466,0.010358,1.237180
-236.494776,-49.502386,2189.003400,0.117495,0.218659,0.355290,1.592480
-101.634022,-57.461300,2565.532647,0.004832,0.000950,0.000525,0.133569
-102.961628,-57.420593,2560.712294,0.004459,0.000928,0.000479,0.144793
-104.289234,-57.379887,2555.891940,0.004630,0.006536,0.000937,0.161355
-105.616840,-57.339180,2551.071587,0.075279,0.000508,0.000482,0.122023
-106.944446,-57.298473,2546.251234,0.004904,0.000487,0.000484,0.142261
-108.272052,-57.257766,2541.430881,0.005326,0.000531,0.000529,0.080130
-109.599659,-57.217059,2536.610528,0.004968,0.000470,0.000537,0.103645
-110.927265,-57.176353,2531.790174,0.005382,0.000541,0.000639,0.195832
-112.254871,-57.135646,2526.969821,0.005414,0.000516,0.000525,0.192584
-113.582477,-57.094939,2522.149468,0.225480,0.000476,0.000485,0.179566
-114.910083,-57.054232,2517.329115,0.186305,0.000582,0.000562,0.134615
-116.237689,-57.013525,2512.508762,0.452788,0.000534,0.000547,0.139945
-117.565295,-56.972818,2507.688408,0.650642,0.000501,0.000503,0.107671
-118.892901,-56.932112,2502.868055,0.293465,0.000561,0.000506,0.079752
-120.220508,-56.891405,2498.047702,0.009505,0.001297,0.000539,0.073809
-121.548114,-56.850698,2493.227349,0.010683,0.007276,0.000495,0.057799
-122.875720,-56.809991,2488.406996,0.328738,0.042150,0.002153,0.159095
-124.203326,-56.769284,2483.586642,0.403127,0.004829,0.001982,0.418610
-125.530932,-56.728577,2478.766289,3.213261,0.003426,0.002006,0.869528
-126.858538,-56.687871,2473.945936,2.250491,0.003429,0.001930,0.487253
-128.186144,-56.647164,2469.125583,0.976163,0.013885,0.001989,0.266170
-129.513750,-56.606457,2464.305230,0.005089,0.038997,0.001881,0.212492
-130.841357,-56.565750,2459.484877,0.004487,0.122330,0.001751,0.139276
-132.168963,-56.525043,2454.664523,0.005306,0.020820,0.001992,0.282814
-133.496569,-56.484337,2449.844170,0.145473,0.013170,0.001983,0.446521
-134.824175,-56.443630,2445.023817,0.242791,0.041698,0.002006,0.440707
-136.151781,-56.402923,2440.203464,0.004702,0.378111,0.001924,0.215607
-137.479387,-56.362216,2435.383111,0.004678,0.351904,0.001907,0.236412
-138.806993,-56.321509,2430.562757,0.004918,0.702821,0.002019,0.183236
-140.134599,-56.280802,2425.742404,0.004461,0.378002,0.001873,0.223511
-141.462206,-56.240096,2420.922051,0.004937,0.304973,0.002028,0.282527
-142.789812,-56.199389,2416.101698,0.004644,0.025469,0.001855,0.417171
-144.117418,-56.158682,2411.281345,0.053889,0.006724,0.001959,0.471067
-145.445024,-56.117975,2406.460991,0.004330,0.003544,0.001730,0.270503
-146.772630,-56.077268,2401.640638,0.005022,0.003714,0.001983,0.347957
-148.100236,-56.036561,2396.820285,0.139846,0.003176,0.001765,0.262605
-149.427842,-55.995855,2391.999932,0.074997,0.003487,0.002000,0.444719
-61.337204,-53.583822,2548.424061,0.004615,0.069416,0.000503,0.161162
-62.790908,-53.609744,2543.640122,0.004798,0.075077,0.000525,0.113264
-64.244612,-53.635666,2538.856183,0.004692,0.065614,0.000491,0.112291
-65.698316,-53.661588,2534.072244,0.004678,0.005739,0.000518,0.280142
-67.152020,-53.687510,2529.288305,0.005173,0.058350,0.000634,0.222118
-68.605724,-53.713433,2524.504366,0.004738,0.078728,0.000518,0.145337
-70.059428,-53.739355,2519.720427,0.004991,0.082832,0.000493,0.032863
-71.513132,-53.765277,2514.936488,0.144849,0.062696,0.000581,0.036345
-72.966836,-53.791199,2510.152549,0.005367,0.008040,0.001975,0.112750
-74.420540,-53.817121,2505.368610,0.005065,0.008983,0.012819,0.155805
-75.874244,-53.843043,2500.584671,0.429243,0.001008,0.000541,0.086755
-77.327948,-53.868966,2495.800732,0.125907,0.000514,0.009945,0.108861
-78.781652,-53.894888,2491.016793,0.254823,0.000476,0.003672,0.062238
-80.235356,-53.920810,2486.232854,0.004689,0.000478,0.006622,0.127659
-81.689060,-53.946732,2481.448915,0.004866,0.006486,0.047834,0.291933
-83.142764,-53.972654,2476.664976,0.004952,0.006967,0.023915,0.440361
-84.596468,-53.998577,2471.881036,0.098500,0.003959,0.049979,0.645732
-86.050172,-54.024499,2467.097097,0.005891,0.003952,0.002406,0.522081
-87.503876,-54.050421,2462.313158,0.005100,0.006091,0.002305,0.641632
-88.957580,-54.076343,2457.529219,0.005100,0.006091,0.002305,0.641632
-90.411284,-54.102265,2452.745280,0.004998,0.175786,0.002248,0.604798
-91.864988,-54.128187,2447.961341,0.005078,0.014623,0.002260,1.179372
-93.318692,-54.154110,2443.177402,0.004806,0.074241,0.002056,0.882619
-94.772396,-54.180032,2438.393463,0.004470,0.006262,0.001864,1.075508
-96.226100,-54.205954,2433.609524,0.488711,0.003432,0.002381,1.061861
-97.679804,-54.231876,2428.825585,0.434230,0.003579,0.002018,1.315970
-99.133509,-54.257798,2424.041646,0.123390,0.006976,0.002090,1.027522
-100.587213,-54.283720,2419.257707,0.005307,0.020315,0.002144,0.936327
-102.040917,-54.309643,2414.473768,0.790100,0.006579,0.003669,1.136598
-103.494621,-54.335565,2409.689829,1.638963,0.006693,0.002021,0.904024
-104.948325,-54.361487,2404.905890,2.543531,0.003848,0.002190,1.006610
-106.402029,-54.387409,2400.121951,1.590567,0.021289,0.004127,0.285902
-107.855733,-54.413331,2395.338012,2.392311,0.003578,0.002082,0.275749
-109.309437,-54.439253,2390.554073,3.364347,0.003383,0.002073,0.357918
-110.763141,-54.465176,2385.770134,1.513397,0.003744,0.002322,0.638044
-112.216845,-54.491098,2380.986195,0.859856,0.003165,0.001925,0.968090
-113.670549,-54.517020,2376.202256,1.955988,0.003495,0.002081,0.931149
-115.124253,-54.542942,2371.418317,4.581832,0.002011,0.010094,1.735306
-116.577957,-54.568864,2366.634378,7.992347,0.002089,0.064499,2.306798
-118.031661,-54.594787,2361.850439,4.730524,0.001986,0.271716,2.505182
-119.485365,-54.620709,2357.066500,2.372158,0.001751,0.623366,1.669409
-120.939069,-54.646631,2352.282561,3.258715,0.001863,1.210268,1.786856
-122.392773,-54.672553,2347.498622,4.410891,0.001902,1.545142,1.939407
-123.846477,-54.698475,2342.714683,4.410891,0.001902,1.545142,1.939407
-125.300181,-54.724397,2337.930744,3.626237,0.002357,1.350033,1.729327
-126.753885,-54.750320,2333.146805,3.465431,0.001984,1.253203,1.149182
-128.207589,-54.776242,2328.362866,3.864987,0.001883,0.668410,1.882516
-129.661293,-54.802164,2323.578927,2.024490,0.001888,0.452179,2.296582
-131.114997,-54.828086,2318.794987,1.287136,0.002121,0.672051,3.043736
-132.568701,-54.854008,2314.011048,1.509540,0.001990,0.500229,4.673461
-134.022405,-54.879930,2309.227109,4.600276,0.002102,0.628391,3.932689
-135.476109,-54.905853,2304.443170,2.921581,0.001958,1.012841,2.838030
-136.929813,-54.931775,2299.659231,3.365378,0.002099,0.717703,3.521397
-138.383517,-54.957697,2294.875292,2.165316,0.002105,0.006539,2.384349
-139.837221,-54.983619,2290.091353,2.110555,0.001801,0.018508,2.443448
-141.290925,-55.009541,2285.307414,4.606706,0.001842,0.195668,3.869476
-142.744629,-55.035463,2280.523475,2.583278,0.001938,0.025863,3.873283
-144.198333,-55.061386,2275.739536,1.658233,0.001936,0.095459,4.156778
3.853876,-46.937327,2545.090722,0.004371,0.000482,0.000456,0.140260
2.905729,-46.935729,2540.181443,0.004905,0.000510,0.000944,0.183700
1.957582,-46.934130,2535.272165,0.004945,0.010825,0.000516,0.204981
1.009434,-46.932532,2530.362886,0.005117,0.060078,0.000542,0.135188
0.061287,-46.930934,2525.453608,0.004868,0.063970,0.000525,0.160315
-0.886860,-46.929336,2520.544330,0.005044,0.063561,0.001005,0.103534
-1.835007,-46.927738,2515.635051,0.004736,0.061974,0.000502,0.082903
-2.783154,-46.926140,2510.725773,0.004854,0.053506,0.001195,0.112909
-3.731302,-46.924542,2505.816495,0.004863,0.058373,0.000595,0.074567
-4.679449,-46.922944,2500.907216,0.005207,0.514332,0.002335,0.478322
-5.627596,-46.921346,2495.997938,0.005044,0.744837,0.002648,0.138662
-6.575743,-46.919748,2491.088659,0.005127,0.733360,0.211755,0.354955
-7.523890,-46.918150,2486.179381,0.004341,0.013374,0.055577,0.085017
-8.472038,-46.916551,2481.270103,0.004780,0.076223,0.011270,0.090805
-9.420185,-46.914953,2476.360824,0.004826,0.013364,0.066775,0.103163
-10.368332,-46.913355,2471.451546,0.126590,0.033657,0.061428,0.041474
-11.316479,-46.911757,2466.542267,0.005867,0.062425,0.057193,0.022194
-12.264627,-46.910159,2461.632989,0.231350,0.033103,0.022211,0.048484
-13.212774,-46.908561,2456.723711,0.005286,0.026525,0.014166,0.076657
-14.160921,-46.906963,2451.814432,0.005230,0.119884,0.006128,0.056571
-15.109068,-46.905365,2446.905154,0.021447,0.015348,0.007350,0.100118
-16.057215,-46.903767,2441.995875,0.005011,0.057768,0.004047,0.105549
-17.005363,-46.902169,2437.086597,0.004841,0.057582,0.001958,0.152839
-17.953510,-46.900571,2432.177319,0.004720,0.050000,0.001010,0.189691
-18.901657,-46.898973,2427.268040,0.005168,0.103091,0.000997,0.076284
-19.849804,-46.897374,2422.358762,0.004835,0.493079,0.002240,0.279710
-20.797952,-46.895776,2417.449483,0.004687,0.598499,0.003838,0.365301
-21.746099,-46.894178,2412.540205,0.004687,0.598499,0.003838,0.365301
-22.694246,-46.892580,2407.630927,0.327106,0.379098,0.029211,0.786634
-23.642393,-46.890982,2402.721648,0.354260,0.809017,0.008518,0.732193
-24.590540,-46.889384,2397.812370,0.598460,0.390535,0.002195,0.436335
-25.538688,-46.887786,2392.903092,1.234952,0.597429,0.003410,0.651114
-26.486835,-46.886188,2387.993813,1.346227,0.561024,0.003703,1.106164
-27.434982,-46.884590,2383.084535,2.209731,0.307393,0.003624,1.217041
-28.383129,-46.882992,2378.175256,1.606270,0.082830,0.001771,0.672643
-29.331276,-46.881394,2373.265978,2.393391,0.080386,0.002155,0.755743
-30.279424,-46.879795,2368.356700,1.385522,0.120374,0.001880,0.633469
52.474410,-55.728334,2549.146881,0.198684,0.001056,0.163241,0.235718
51.271408,-55.723728,2544.293762,0.880818,0.003584,0.534601,1.051859
50.068405,-55.719122,2539.440643,0.023632,0.000506,0.083938,0.246646
48.865403,-55.714516,2534.587524,0.005025,0.003009,0.037262,0.185639
47.662400,-55.709910,2529.734405,0.005037,0.002105,0.001018,0.152139
46.459398,-55.705304,2524.881286,0.004910,0.002294,0.000539,0.176094
45.256396,-55.700698,2520.028167,0.004671,0.010329,0.000496,0.155411
44.053393,-55.696092,2515.175048,0.223149,0.000959,0.000597,0.206650
42.850391,-55.691486,2510.321929,0.005015,0.026552,0.001005,0.119536
41.647388,-55.686880,2505.468810,0.116630,0.043426,0.001165,0.077257
40.444386,-55.682274,2500.615691,0.005053,0.035971,0.000584,0.085580
39.241384,-55.677668,2495.762572,0.005057,0.057717,0.001006,0.060225
38.038381,-55.673062,2490.909453,0.005165,0.047890,0.001177,0.054481
36.835379,-55.668456,2486.056334,0.004945,0.100361,0.018957,0.051782
35.632376,-55.663850,2481.203215,0.004753,0.106320,0.000971,0.047684
34.429374,-55.659244,2476.350096,0.004671,0.098258,0.000476,0.049303
33.226371,-55.654638,2471.496977,0.004759,0.150601,0.000483,0.059480
32.023369,-55.650032,2466.643858,0.005073,0.141947,0.000510,0.018772
30.820367,-55.645426,2461.790739,0.004829,1.243957,0.001947,0.116065
29.617364,-55.640820,2456.937620,0.005116,0.969360,0.002055,0.182508
28.414362,-55.636214,2452.084501,0.004908,0.926000,0.001944,0.154334
27.211359,-55.631608,2447.231382,0.004959,2.880076,0.003427,0.335101
26.008357,-55.627003,2442.378263,0.196110,2.166732,0.003722,0.178061
24.805355,-55.622397,2437.525144,0.004779,2.211667,0.003318,0.421598
23.602352,-55.617791,2432.672025,0.117584,1.978531,0.003521,0.368428
22.399350,-55.613185,2427.818906,1.139719,1.411818,0.003538,0.194215
21.196347,-55.608579,2422.965787,2.256075,0.761805,0.003203,0.463372
19.993345,-55.603973,2418.112668,2.981645,0.575786,0.003585,0.705323
18.790343,-55.599367,2413.259549,1.553795,0.328318,0.003190,1.204654
17.587340,-55.594761,2408.406430,5.491310,0.027037,0.004240,1.682420
16.384338,-55.590155,2403.553311,6.089401,0.369451,0.003690,1.159228
15.181335,-55.585549,2398.700192,4.147466,0.753528,0.003317,1.484697
13.978333,-55.580943,2393.847073,3.013032,0.609876,0.002084,0.423899
12.775331,-55.576337,2388.993954,3.061373,0.231470,0.001857,0.397914
11.572328,-55.571731,2384.140835,2.760689,0.565706,0.003716,1.301914
10.369326,-55.567125,2379.287716,2.716396,0.068596,0.003621,1.894942
9.166323,-55.562519,2374.434597,2.360363,0.038448,0.006890,1.933757
7.963321,-55.557913,2369.581478,2.555423,0.019931,0.002027,0.943495
6.760319,-55.553307,2364.728359,1.314574,0.006655,0.001880,0.983510
5.557316,-55.548701,2359.875240,1.174450,0.005804,0.001721,0.923235
4.354314,-55.544095,2355.022121,0.202255,0.480371,0.002242,0.631429
3.151311,-55.539489,2350.169002,0.005637,0.235842,0.004168,1.091788
1.948309,-55.534883,2345.315883,0.004588,0.289274,0.139401,0.954094
0.745307,-55.530277,2340.462764,0.566073,0.180712,0.012802,2.817459
-0.457696,-55.525671,2335.609645,0.608488,0.564773,0.036687,3.736306
-1.660698,-55.521065,2330.756526,0.458008,0.609836,0.034842,3.086785
-2.863701,-55.516459,2325.903407,0.849396,0.758034,0.053651,2.674415
-4.066703,-55.511853,2321.050288,1.167854,0.740344,0.523694,2.035058
-5.269705,-55.507247,2316.197169,3.596752,0.874570,0.460245,1.396619
-6.472708,-55.502641,2311.344050,5.263057,0.026184,0.121288,1.572649
-7.675710,-55.498035,2306.490931,3.627228,0.007152,0.468191,1.929733
-8.878713,-55.493429,2301.637812,3.616531,0.007971,0.202462,1.461359
-10.081715,-55.488823,2296.784693,4.934840,0.002287,0.364120,1.590904
-11.284718,-55.484218,2291.931574,6.975256,0.004212,0.915551,1.864153
-12.487720,-55.479612,2287.078455,10.419988,0.020961,0.946041,1.912552
-13.690722,-55.475006,2282.225336,15.280357,0.011863,0.516785,1.686659
-14.893725,-55.470400,2277.372217,7.084889,0.074633,0.531771,1.097998
-16.096727,-55.465794,2272.519098,9.291200,0.037271,0.824851,0.939228
-17.299730,-55.461188,2267.665979,7.117910,0.048495,0.372334,0.896406
93.077245,-59.109401,2545.166331,0.989199,0.051586,0.171089,0.083063
91.798388,-59.122540,2540.332663,0.785569,0.009759,0.194566,0.101719
90.519531,-59.135680,2535.498994,0.474641,0.030408,0.134324,0.050252
89.240674,-59.148819,2530.665326,0.173486,0.010351,0.104885,0.024510
87.961817,-59.161958,2525.831657,0.397591,0.036768,0.086324,0.020853
86.682960,-59.175098,2520.997989,0.005094,0.026036,0.066904,0.025302
85.404102,-59.188237,2516.164320,0.005112,0.057013,0.106734,0.071666
84.125245,-59.201377,2511.330651,0.005108,0.104787,0.037339,0.074034
82.846388,-59.214516,2506.496983,0.004804,0.033211,0.086779,0.117575
81.567531,-59.227656,2501.663314,0.004743,0.031196,0.103075,0.142889
80.288674,-59.240795,2496.829646,0.004802,0.003808,0.073790,0.155059
79.009817,-59.253934,2491.995977,0.004693,0.053123,0.083228,0.163530
77.730960,-59.267074,2487.162309,0.004902,0.092892,0.014201,0.110021
76.452102,-59.280213,2482.328640,0.004961,0.051535,0.027455,0.089544
75.173245,-59.293353,2477.494972,0.004669,0.079032,0.007186,0.035623
73.894388,-59.306492,2472.661303,0.004948,0.031973,0.036104,0.034750
72.615531,-59.319631,2467.827634,0.005162,0.030910,0.001064,0.063280
71.336674,-59.332771,2462.993966,0.005059,0.026496,0.000584,0.066125
70.057817,-59.345910,2458.160297,0.005401,0.027657,0.001071,0.037919
68.778960,-59.359050,2453.326629,0.005204,0.056870,0.005182,0.053421
67.500103,-59.372189,2448.492960,0.004385,0.014494,0.000475,0.067554
66.221245,-59.385329,2443.659292,0.004628,0.009992,0.000475,0.079972
64.942388,-59.398468,2438.825623,0.004922,0.084318,0.000482,0.080251
63.663531,-59.411607,2433.991954,0.005110,0.011727,0.000487,0.135533
62.384674,-59.424747,2429.158286,0.005018,0.393030,0.001879,0.409129
61.105817,-59.437886,2424.324617,0.577466,0.611914,0.001955,0.259538
59.826960,-59.451026,2419.490949,1.072366,0.155241,0.001929,0.416936
58.548103,-59.464165,2414.657280,3.618432,0.005813,0.003533,1.735347
57.269246,-59.477304,2409.823612,3.006572,0.005591,0.003422,1.600456
55.990388,-59.490444,2404.989943,2.105513,0.027521,0.003218,1.392937
54.711531,-59.503583,2400.156274,4.793075,0.099804,0.003288,1.139177
53.432674,-59.516723,2395.322606,10.171876,0.078907,0.003423,1.201639
52.153817,-59.529862,2390.488937,5.918951,0.115247,0.003222,1.009941
50.874960,-59.543002,2385.655269,7.091062,0.047852,0.003450,0.753449
49.596103,-59.556141,2380.821600,7.007762,0.009961,0.003450,1.441050
48.317246,-59.569280,2375.987932,4.742518,0.016996,0.003026,1.727556
47.038389,-59.582420,2371.154263,3.007371,0.036163,0.003209,1.803666
45.759531,-59.595559,2366.320595,3.905081,0.038287,0.003501,2.374586
44.480674,-59.608699,2361.486926,5.602980,0.009697,0.006813,2.148626
43.201817,-59.621838,2356.653257,2.518631,0.019767,0.003682,1.861262
41.922960,-59.634977,2351.819589,1.017724,0.019443,0.003668,1.976743
40.644103,-59.648117,2346.985920,1.017628,0.028131,0.003774,2.030917
39.365246,-59.661256,2342.152252,1.635691,0.029098,0.003917,2.441145
38.086389,-59.674396,2337.318583,0.965785,0.052321,0.007146,2.404766
36.807532,-59.687535,2332.484915,2.102474,0.009308,0.159139,2.743508
35.528674,-59.700675,2327.651246,2.102474,0.009308,0.159139,2.743508
34.249817,-59.713814,2322.817577,2.545222,0.047133,0.006771,2.742267
32.970960,-59.726953,2317.983909,1.916306,0.010443,0.014385,2.669157
31.692103,-59.740093,2313.150240,0.762782,0.010028,0.007257,3.514878
30.413246,-59.753232,2308.316572,1.278394,0.030850,0.003622,2.529816
29.134389,-59.766372,2303.482903,0.925304,0.044964,0.003909,2.855718
-96.589526,-6.251437,2554.124993,2.796991,0.000528,0.000535,0.089991
-97.700486,-6.242923,2549.249986,2.832399,0.000498,0.000590,0.103590
-98.811447,-6.234410,2544.374979,3.664920,0.000445,0.000907,0.064907
-99.922407,-6.225896,2539.499972,4.593592,0.000527,0.000815,0.148261
-101.033368,-6.217383,2534.624964,3.579597,0.000518,0.000526,0.127163
-102.144328,-6.208869,2529.749957,3.228560,0.000525,0.000499,0.047763
-103.255289,-6.200356,2524.874950,4.537886,0.001097,0.000501,0.012989
-104.366249,-6.191842,2519.999943,3.765716,0.001221,0.000506,0.006476
-105.477210,-6.183328,2515.124936,1.505672,0.005157,0.000510,0.021034
-106.588170,-6.174815,2510.249929,0.744134,0.031974,0.000603,0.008066
-107.699131,-6.166301,2505.374922,0.015542,0.007352,0.000560,0.022425
-108.810091,-6.157788,2500.499915,0.424215,0.009645,0.000536,0.052953
-109.921052,-6.149274,2495.624908,0.614239,0.012778,0.000465,0.046109
-111.032012,-6.140761,2490.749901,0.005364,0.007885,0.000491,0.062632
-112.142973,-6.132247,2485.874893,0.176619,0.002866,0.000478,0.038409
-113.253933,-6.123734,2480.999886,0.496023,0.000940,0.000471,0.079797
-114.364894,-6.115220,2476.124879,0.701282,0.007043,0.002044,0.353751
-115.475854,-6.106707,2471.249872,2.241725,0.003538,0.001923,0.212424
-116.586815,-6.098193,2466.374865,1.746244,0.006589,0.001826,0.276884
-117.697775,-6.089680,2461.499858,1.746222,0.006892,0.002003,0.416739
-118.808736,-6.081166,2456.624851,0.854495,0.003659,0.002085,1.091024
-119.919696,-6.072652,2451.749844,0.948714,0.003277,0.001861,0.947703
-121.030657,-6.064139,2446.874837,1.514799,0.003408,0.001862,0.787276
-122.141617,-6.055625,2441.999829,1.835500,0.003367,0.001818,0.603254
-123.252578,-6.047112,2437.124822,1.734209,0.003289,0.001834,0.603252
-124.363538,-6.038598,2432.249815,1.696869,0.003421,0.001851,0.987556
-125.474499,-6.030085,2427.374808,1.542326,0.021662,0.002125,0.632243
-126.585459,-6.021571,2422.499801,1.128779,0.006526,0.001917,0.639629
-127.696420,-6.013058,2417.624794,1.128779,0.006526,0.001917,0.639629
-128.807380,-6.004544,2412.749787,2.694452,0.003553,0.001899,0.553459
-129.918341,-5.996031,2407.874780,4.756513,0.003547,0.002020,0.496176
-131.029301,-5.987517,2402.999773,2.141054,0.003288,0.001930,0.690091
-132.140262,-5.979003,2398.124765,0.412303,0.006766,0.002011,0.761401
-133.251222,-5.970490,2393.249758,0.228882,0.003691,0.005648,1.958933
-134.362183,-5.961976,2388.374751,0.351932,0.001853,0.010001,1.673290
-135.473143,-5.953463,2383.499744,0.149671,0.006574,0.002095,0.744873
-136.584104,-5.944949,2378.624737,0.768195,0.003361,0.001907,0.758388
-137.695064,-5.936436,2373.749730,1.554804,0.003577,0.002077,0.774482
-138.806025,-5.927922,2368.874723,3.846640,0.002108,0.011291,2.959597
-139.916985,-5.919409,2363.999716,1.199346,0.001880,0.046344,1.882542
-141.027946,-5.910895,2359.124709,0.814360,0.001861,0.452344,2.646897
-142.138906,-5.902382,2354.249702,0.396986,0.001866,0.047081,3.286763
-143.249867,-5.893868,2349.374694,1.142628,0.001808,0.005666,3.276025
-144.360827,-5.885354,2344.499687,1.124714,0.001900,0.116088,3.003732
-145.471788,-5.876841,2339.624680,1.788038,0.001975,0.711236,2.363604
-146.582748,-5.868327,2334.749673,3.422887,0.001920,0.339456,1.867482
-147.693709,-5.859814,2329.874666,3.071275,0.002021,0.006337,1.745091
-148.804669,-5.851300,2324.999659,3.329501,0.002115,0.369225,2.710045
-149.915630,-5.842787,2320.124652,1.818214,0.001728,0.129829,2.546303
-151.026590,-5.834273,2315.249645,1.419127,0.002076,0.074445,3.044665
-152.137551,-5.825760,2310.374638,3.406250,0.001974,1.011920,3.578039
-153.248511,-5.817246,2305.499630,2.711635,0.001820,1.059071,3.345098
-154.359472,-5.808733,2300.624623,3.279636,0.002000,0.562637,3.361836
-155.470432,-5.800219,2295.749616,1.250454,0.002027,0.654423,2.876673
-156.581393,-5.791706,2290.874609,3.386414,0.002035,0.048120,2.558765
-55.701472,-9.487045,2551.262118,4.534925,0.003129,0.000522,0.108321
-57.298927,-9.462429,2546.524235,5.090065,0.001064,0.001325,0.080840
-58.896383,-9.437813,2541.786353,5.375531,0.000981,0.000526,0.091456
-60.493838,-9.413197,2537.048470,5.715111,0.001345,0.000487,0.062132
-62.091294,-9.388580,2532.310588,3.438140,0.001114,0.000491,0.105120
-63.688749,-9.363964,2527.572705,3.438140,0.001114,0.000491,0.105120
-65.286205,-9.339348,2522.834823,4.156337,0.000464,0.000464,0.053299
-66.883660,-9.314732,2518.096941,3.066611,0.000485,0.000466,0.038567
-68.481116,-9.290115,2513.359058,5.894343,0.000552,0.000546,0.020027
-70.078571,-9.265499,2508.621176,4.129503,0.000500,0.000493,0.028101
-71.676027,-9.240883,2503.883293,2.223070,0.000964,0.000492,0.026159
-73.273482,-9.216267,2499.145411,1.597123,0.000885,0.000448,0.018145
-74.870938,-9.191650,2494.407528,1.798307,0.001192,0.000518,0.025954
-76.468393,-9.167034,2489.669646,1.418090,0.028879,0.000467,0.013257
-78.065849,-9.142418,2484.931764,1.713347,0.001945,0.000502,0.014882
-79.663305,-9.117802,2480.193881,2.163184,0.001886,0.000496,0.017527
-81.260760,-9.093185,2475.455999,1.001475,0.001038,0.000594,0.053773
-82.858216,-9.068569,2470.718116,0.711187,0.002654,0.000459,0.044984
-84.455671,-9.043953,2465.980234,1.002583,0.019869,0.001973,0.117393
-86.053127,-9.019337,2461.242351,0.155437,0.020371,0.002085,0.232945
-87.650582,-8.994720,2456.504469,0.004670,0.122626,0.007270,0.291568
-89.248038,-8.970104,2451.766587,0.137184,0.194066,0.007604,0.127501
-90.845493,-8.945488,2447.028704,0.644985,0.040122,0.001976,0.268020
-92.442949,-8.920872,2442.290822,0.443997,0.012723,0.003775,0.556526
-94.040404,-8.896255,2437.552939,0.443997,0.012723,0.003775,0.556526
-95.637860,-8.871639,2432.815057,0.145945,0.024751,0.003741,0.492782
-97.235315,-8.847023,2428.077174,0.079468,0.055063,0.003914,0.644314
-98.832771,-8.822407,2423.339292,0.005411,0.268383,0.004071,0.474827
-100.430226,-8.797791,2418.601410,0.610671,0.034075,0.031404,0.555441
-102.027682,-8.773174,2413.863527,1.066653,0.003781,0.004360,0.763514
-103.625137,-8.748558,2409.125645,1.705624,0.003706,0.049778,0.616289
-105.222593,-8.723942,2404.387762,1.020006,0.003441,0.003855,0.804990
-106.820048,-8.699326,2399.649880,0.785918,0.006554,0.032875,0.615266
